config_id,case_id,seed,initial_success,skill_id,schedule,recovery_success,probe_environment_steps,recovery_rollout_steps,total_recovery_environment_steps,final_object_goal_distance
random_03,case_0041,300,False,simultaneous_xy_repair,whole,False,16,500,516,0.2927341793344804
random_03,case_0007,306,False,simultaneous_xy_repair,whole,True,16,71,87,0.04907386404807423
random_03,case_0017,306,False,dominant_axis_repair,whole,True,16,73,89,0.04923016757793443
random_03,case_0027,306,False,dominant_axis_repair,whole,True,16,74,90,0.04930933744601191
random_03,case_0031,300,False,simultaneous_xy_repair,whole,True,16,72,88,0.04940188396055187
random_03,case_0001,300,False,simultaneous_xy_repair,whole,True,16,73,89,0.04958447524062019
