schema_version,planner,injected_bias_axis,injected_bias_sign,injected_bias_magnitude,episode_id,seed,trial,correction_axis,correction_direction,correction_magnitude,success,steps,episode_return,elapsed_time_ms,final_object_goal_distance,minimum_gripper_object_distance,object_displacement,progress_to_goal,clipped_step_count,clipped_step_fraction,clipped_element_count,clipped_element_fraction,trajectory_path,video_path,probe_environment_steps,correction_schedule,approach_steps,push_steps,near_goal_steps
1,probe_rule,x,positive,0.145,1,103,1,none,none,0.0,False,500,103.76777475232579,648.3313001226634,0.19264108613459566,0.038410597067861346,0.05396843736672291,0.03598123209864526,50,0.1,50,0.025,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed103_trial01.jsonl,,0,push_only,73,427,0
1,probe_rule,x,positive,0.145,1,103,2,x,negative,0.1,False,500,2359.5976396147207,566.5378000121564,0.1853293797864845,0.035824855352833876,0.24963576650580227,0.04329293844675641,63,0.126,63,0.0315,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed103_trial02.jsonl,,32,push_only,79,421,0
1,probe_rule,x,positive,0.145,2,107,1,none,none,0.0,False,500,428.0808628990013,622.5707000121474,0.08346665806897478,0.03611047418058722,0.1536346330157256,0.14281751605104354,56,0.112,56,0.028,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed107_trial01.jsonl,,0,push_only,83,352,65
1,probe_rule,x,positive,0.145,2,107,2,x,negative,0.1,True,70,203.0098384705176,84.57010006532073,0.04738478052175763,0.033625406134268565,0.18679397540743148,0.17889939359826068,31,0.44285714285714284,31,0.11071428571428571,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed107_trial02.jsonl,,32,push_only,33,30,7
1,probe_rule,x,positive,0.145,3,108,1,none,none,0.0,False,500,317.0842017046811,660.1967001333833,0.27826948795771383,0.04729598153208292,0.009422906106935462,-0.004166205200424378,42,0.084,42,0.021,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed108_trial01.jsonl,,0,push_only,68,432,0
1,probe_rule,x,positive,0.145,3,108,2,x,negative,0.1,True,61,189.2289754742959,83.11169990338385,0.04855798925111832,0.030280572085872075,0.2308065031783424,0.22554529350617114,30,0.4918032786885246,40,0.16393442622950818,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed108_trial02.jsonl,,32,push_only,27,29,5
1,probe_rule,x,positive,0.145,4,144,1,none,none,0.0,False,500,103.77116277822292,508.2991998642683,0.528797838726978,0.038110404014193106,0.404570464366078,-0.22149764281700945,58,0.116,60,0.03,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed144_trial01.jsonl,,0,push_only,458,42,0
1,probe_rule,x,positive,0.145,4,144,2,x,negative,0.1,True,159,419.4493124622285,183.79489984363317,0.046400978524961785,0.03566293060089748,0.26648771351621503,0.2608992173850068,63,0.39622641509433965,82,0.1289308176100629,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed144_trial02.jsonl,,32,push_only,73,81,5
1,probe_rule,x,positive,0.145,5,148,1,none,none,0.0,False,500,127.7693019448989,624.2799998726696,0.2464877377635583,0.038581940031973155,0.0483316398890067,0.023273149125752846,50,0.1,52,0.026,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed148_trial01.jsonl,,0,push_only,72,428,0
1,probe_rule,x,positive,0.145,5,148,2,x,negative,0.1,False,500,853.0068761074776,609.9303001537919,0.22518148061128854,0.03561923106458346,0.09321046455965173,0.04457940627802262,47,0.094,52,0.026,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\phase_trajectories\push_only\probe_rule_seed148_trial02.jsonl,,32,push_only,76,424,0
