schema_version,planner,injected_bias_axis,injected_bias_sign,injected_bias_magnitude,episode_id,seed,trial,correction_axis,correction_direction,correction_magnitude,success,steps,episode_return,elapsed_time_ms,final_object_goal_distance,minimum_gripper_object_distance,object_displacement,progress_to_goal,clipped_step_count,clipped_step_fraction,clipped_element_count,clipped_element_fraction,trajectory_path,video_path,probe_environment_steps
1,oracle,x,positive,0.145,1,103,1,none,none,0.0,False,500,103.76777475232579,661.5816000849009,0.19264108613459566,0.038410597067861346,0.05396843736672291,0.03598123209864526,50,0.1,50,0.025,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed103_trial01.jsonl,,0
1,oracle,x,positive,0.145,1,103,2,x,negative,0.145,True,67,229.3399858398523,106.67530004866421,0.04838166435174035,0.03384734494080724,0.18711873971163495,0.18024065388150057,30,0.44776119402985076,30,0.11194029850746269,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed103_trial02.jsonl,,0
1,oracle,x,positive,0.145,2,107,1,none,none,0.0,False,500,428.0808628990013,591.8584999162704,0.08346665806897478,0.03611047418058722,0.1536346330157256,0.14281751605104354,56,0.112,56,0.028,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed107_trial01.jsonl,,0
1,oracle,x,positive,0.145,2,107,2,x,negative,0.145,True,67,234.204059961377,77.10650004446507,0.04865580714901669,0.03317434985101662,0.18416047796258675,0.17762836697100162,31,0.4626865671641791,31,0.11567164179104478,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed107_trial02.jsonl,,0
1,oracle,x,positive,0.145,3,108,1,none,none,0.0,False,500,317.0842017046811,656.1560998670757,0.27826948795771383,0.04729598153208292,0.009422906106935462,-0.004166205200424378,42,0.084,42,0.021,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed108_trial01.jsonl,,0
1,oracle,x,positive,0.145,3,108,2,x,negative,0.145,True,63,183.46765937220385,79.43939999677241,0.04869227258769894,0.03141171491999477,0.22965878021156513,0.22541101016959053,30,0.47619047619047616,40,0.15873015873015872,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed108_trial02.jsonl,,0
1,oracle,x,positive,0.145,4,144,1,none,none,0.0,False,500,103.77116277822292,511.17660012096167,0.528797838726978,0.038110404014193106,0.404570464366078,-0.22149764281700945,58,0.116,60,0.03,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed144_trial01.jsonl,,0
1,oracle,x,positive,0.145,4,144,2,x,negative,0.145,True,69,262.0251586144635,83.03770003840327,0.047071673633055415,0.033059428558303364,0.266205439073347,0.2602285222769132,34,0.4927536231884058,45,0.16304347826086957,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed144_trial02.jsonl,,0
1,oracle,x,positive,0.145,5,148,1,none,none,0.0,False,500,127.7693019448989,606.7682998254895,0.2464877377635583,0.038581940031973155,0.0483316398890067,0.023273149125752846,50,0.1,52,0.026,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed148_trial01.jsonl,,0
1,oracle,x,positive,0.145,5,148,2,x,negative,0.145,True,66,228.23207930343318,86.51669998653233,0.048055648097481855,0.03303224213542639,0.22827675698627045,0.2217052387918293,30,0.45454545454545453,39,0.14772727272727273,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\active_probes\ablation_trajectories\oracle\oracle_seed148_trial02.jsonl,,0
