experiment_run_id,manifest_id,episode_id,seed,condition_id_oracle_evaluator_only,outcome_partition_evaluator_only,acr_selected_skill,acr_decision_reason,acr_compensation_accept_probability,acr_retry_accept_probability,acr_compensation_utility,acr_retry_utility,acr_selected_exclusive_winner,progress_to_goal,final_object_goal_distance,temporal_uncertainty,phase_inconsistency,estimated_drift_x,estimated_drift_y,normalized_residual_norm,probe_estimated_bias_x,probe_estimated_bias_y,probe_estimated_bias_std_norm,probe_relative_bias_std,probe_mean_estimation_residual,probe_dominant_axis_sign_agreement
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,23,1122,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.5025174933253617,0.20100901833855872,0.6604807202285049,0.27764863763264047,True,-6.628794600849197e-05,0.26831018987671457,0.9803843080858439,0.9503801033263916,-2.1692781273742825e-05,-0.002144144340693477,1.3440404315337264,-0.028833032594023172,-0.27596183986525546,7.466508593664969e-16,2.6909826612793905e-15,3.25204417450516e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,27,1126,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4454168185277863,0.22718884593878313,0.6307796184191378,0.3143045898588595,True,0.06137475758696792,0.1738146195348529,0.8439706560955421,0.739379633767878,-0.0006545177139248646,0.00046295802700425915,1.1988102819872128,-0.22594369080580393,-0.055156024301085196,4.572831111159083e-16,1.9661456094416184e-15,3.2880281707138824e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,29,1128,fault_04,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.43579685397760415,0.18487228353957835,0.6300966021379937,0.2560821022547943,True,0.002895671559873525,0.20138009986143973,0.9136467941867451,0.8346116009135992,0.0006479024887009518,-0.0008051521020821386,1.2911119646746314,0.10615201780968882,-0.2361351028765534,2.1407359254867068e-15,8.2686544838828e-15,3.204131139787062e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,31,1130,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4320181711442811,0.22526899829564703,0.6195004132468169,0.3138573146929238,True,-0.18902511247425585,0.46662018002808764,0.7991729860085175,0.9572462330056629,0.0010294851457886972,-0.00020981090351943483,1.1446748388047432,0.09892026427703751,-0.09692517904667385,0.0,0.0,3.19023642389303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,32,1131,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.47691704265754137,0.20642593755664354,0.6522827163325885,0.2857155117433333,True,0.0049955596898788035,0.1665817688666123,0.8652384361173714,0.8140047812856165,-0.000590083629156326,8.085323803076896e-05,1.2258349592000808,-0.2259436908058038,-0.055156024301085946,1.0099190003960828e-15,4.342272347812821e-15,3.2880281707192303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,36,1135,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4405699009687547,0.20880722584418265,0.6329550469842254,0.29132086380276423,True,0.012490141410623518,0.17696921314748423,0.7081902046612565,0.716089017195837,0.0002766883527654329,7.031969361431758e-06,1.0021079588951898,0.09892026427703751,-0.09692517904667385,0.0,0.0,3.19023642389303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,37,1136,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4739396896536231,0.20058843769092188,0.6518734350149725,0.27832390055304,True,-1.6243218125489012e-05,0.2912577418866126,0.8849291471579597,0.7555424188437289,-0.00017565682193556375,-4.9529538972690466e-05,1.2521374939273244,-0.2259436908058042,-0.055156024301085654,4.572831111159083e-16,1.9661456094416153e-15,3.288028170648556e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,38,1137,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.47524835198187043,0.186621965494987,0.6551435250384153,0.25965935874053203,True,-0.022846694389340005,0.26106005702561363,0.8458131473606482,0.8991802148851992,-4.516757119397829e-05,-0.0010215908736658712,1.1937727321214449,-0.028833032594023558,-0.27596183986525546,7.043959969036151e-16,2.5386931395893782e-15,3.2520441745185524e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,39,1138,fault_04,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4525342987464471,0.17864093948361653,0.6428043380977191,0.24876493302471026,True,0.007156532427807394,0.1571912304941567,0.906032957008476,0.8270704587644222,0.0005967581871160116,-0.0008458950236910368,1.2817369233761,0.10615201780969084,-0.23613510287655481,2.1534731744533124e-15,8.317852476744047e-15,3.2041311399319024e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,43,1142,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4714348924429036,0.23198651568700002,0.651861580841008,0.3025267675993601,True,-0.037851887000716455,0.3267471913617296,0.9194172892951653,0.9426694791233172,-4.4313413573818395e-05,-0.0007225292087908532,1.299086548903039,-0.028833032594023558,-0.27596183986525546,9.704967811592294e-16,3.4977392420639197e-15,3.2520441745185524e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,46,1145,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.43717493302801935,0.2425172501352295,0.6306513708720151,0.3191293765826449,True,-0.16031865228923797,0.3808429103547524,0.8229541907177202,0.8550103982965075,0.0011234690993276565,-0.00014090013015859152,1.1795653696312323,0.09892026427703751,-0.09692517904667385,0.0,0.0,3.19023642389303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,47,1146,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.47601006611876023,0.24827038124204423,0.6528310666050275,0.3253021492385157,True,0.023676585285000523,0.16329394086776483,0.8980978589789488,0.8804603918852428,-0.0014500864678083417,9.469033399898697e-05,1.2736194106868175,-0.22594369080580393,-0.055156024301085196,4.572831111159083e-16,1.9661456094416184e-15,3.2880281707138824e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,48,1147,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.45421637696825196,0.25478191936743705,0.6380705801158681,0.3375260327265818,True,5.3740313582795185e-06,0.23048132095498908,0.9801473340325365,0.9461866428049399,-3.896480825050768e-06,-0.004072110148004024,1.3381099827910135,-0.028833032594023558,-0.27596183986525546,7.043959969036151e-16,2.5386931395893782e-15,3.2520441745185524e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,53,1152,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.46193059143389886,0.21888549737250937,0.6308248365212515,0.28727229632839646,True,1.9877815030378e-06,0.24466365055026104,0.9561420892183127,0.9354511140660297,5.741952131272481e-06,-0.0022168674644705275,1.3229276524492004,-0.028833032594023558,-0.27596183986525546,7.043959969036151e-16,2.5386931395893782e-15,3.2520441745185524e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,54,1153,fault_04,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4072309623769691,0.20751514725913883,0.5939588298768796,0.27270833903901276,True,0.0045946536810449745,0.22069590441537176,0.9213927061674105,0.8405061075673795,0.0009258574904846121,-0.0006685755974295404,1.3031739051990214,0.10615201780968779,-0.2361351028765527,4.8074067159589095e-17,1.856874760894413e-16,3.204131139713981e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,57,1156,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4827345684465592,0.25384541373788194,0.6434690402045469,0.3187227433361913,True,-5.334480505408967e-06,0.22090234925662924,0.9053613057983629,0.8325237859801661,-0.0005445435563669588,-4.040013870561489e-05,1.281123106097719,-0.22594369080580393,-0.055156024301085196,4.572831111159083e-16,1.9661456094416184e-15,3.2880281707138824e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,58,1157,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.45120998036159043,0.2756406553168686,0.6205984584641909,0.3506903479868926,True,2.8300660265268007e-06,0.25276831364604085,0.9584124626125138,0.9166151703839882,-8.1747743861153e-06,-0.005036640645723539,1.2970697535834579,-0.028833032594023988,-0.27596183986525546,2.2385999867341975e-16,8.06807314861078e-16,3.2520441745334327e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,60,1159,fault_05,RETRY_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.383800282493468,0.38381368148162265,0.5711175722180124,0.48344841532786886,False,-0.032566936602099056,0.22622504419707123,0.9747929815790983,0.9780140206430116,0.00013738886297968934,0.00018923326247091577,1.3788481568121407,0.026919564110446673,0.2682288358290392,0.6003467581622918,2.227001410631014,7.570744058639316e-05,0.5
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,61,1160,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4201096188568192,0.29466263359729417,0.6026724824462724,0.35825083758354914,True,0.044726720749451,0.23006782808047888,0.865218848878857,0.8976692722772021,0.0008529067933915405,0.00014534320205095998,1.2304726762375817,0.0989202642770377,-0.09692517904667489,1.832643195433386e-15,1.3232957316088143e-14,3.190236423943336e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,62,1161,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4696960758489107,0.2923900953260182,0.6378344471315043,0.35438725649303177,True,-3.744677378292316e-06,0.26312266813427315,0.9292432731283108,0.8591982529936893,-0.00045364971628379105,2.3385775478733542e-05,1.3146626339443688,-0.2259436908058042,-0.055156024301085654,4.572831111159083e-16,1.9661456094416153e-15,3.288028170648556e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,63,1162,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4555936620964638,0.28920453922713785,0.6307073463596042,0.3523779251775623,True,-1.2051010888636249e-05,0.18748611964652462,0.9648606723605483,0.9305473998547344,-9.104965027692193e-06,-0.0031193561747713916,1.315992753305585,-0.0288330325940233,-0.27596183986525546,8.479480243986617e-16,3.0560648296299273e-15,3.252044174509624e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,66,1165,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4089412366967558,0.3031392004300666,0.5962345068084256,0.37225669360095903,True,-0.07629282281933877,0.24571030495171986,0.7561385422424235,0.81087450041392,0.0011306986624350379,4.634800985388546e-06,1.0842353394754791,0.09892026427703751,-0.09692517904667385,0.0,0.0,3.19023642389303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,70,1169,fault_05,RETRY_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.3854083266378882,0.41332277224512154,0.5770402968074286,0.498811328285198,False,-0.0770283231502395,0.2660563825493908,0.9333641250346548,0.9848740012321098,-3.2393669254228865e-05,2.947401871599292e-05,1.3213592337562141,0.4123439041804965,-0.23321275028663746,0.7742690071292836,1.634426045158378,2.628087628082239e-05,0.5
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,72,1171,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4492179707732287,0.3085118210851513,0.6096945893554035,0.3668859386497762,True,3.715372390386551e-05,0.20698034947147467,0.904132865048773,0.7870387003880974,-0.00022575246929650036,0.00010441912266788776,1.2794913876199423,-0.22594369080580418,-0.055156024301085654,4.572831111159083e-16,1.9661456094416153e-15,3.288028170648556e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,73,1172,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.41645532400240864,0.31515535040031334,0.5909583917270067,0.3733604198816528,True,-0.028048967710588762,0.2398141494279281,0.9255608522443939,0.9315504465933723,-3.170304299264485e-05,-0.0008357230782944638,1.2922509294439926,-0.028833032594023988,-0.27596183986525546,2.2385999867341975e-16,8.06807314861078e-16,3.2520441745334327e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,76,1175,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.3840522187469678,0.32886480073728885,0.5680952961249957,0.39695015710991355,True,-0.09895345591271215,0.35629515912459214,0.7115484127773637,0.7236003965919966,0.001197337477946051,-3.395138166915064e-05,1.0415824932772195,0.09892026427703751,-0.09692517904667385,0.0,0.0,3.19023642389303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,77,1176,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.45785477982712386,0.3033712108579253,0.6148398358699604,0.36197465056664985,True,4.04255750624527e-07,0.2313217442338916,0.8701657930753115,0.7879257166782693,-0.0006154713196431649,6.055674620645806e-05,1.2326546545484305,-0.2259436908058042,-0.055156024301085654,4.572831111159083e-16,1.9661456094416153e-15,3.288028170648556e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,78,1177,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4063070573491506,0.31886848635484283,0.5790757301385363,0.38086436644035415,True,-0.016227568009612336,0.29584198694764935,0.8055775490949234,0.876789596305752,-6.527623200087308e-05,-0.0010840317980355828,1.1502103855214454,-0.02883303259402399,-0.27596183986525546,2.238465556469147e-16,8.067588652399647e-16,3.2520441745334327e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,79,1178,fault_04,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.38600471061443314,0.2943313853789737,0.5738800085472865,0.35094597920015613,True,0.0036935407413206944,0.20070101999047868,0.9060893476612918,0.8283409646827726,0.0009011957940312152,-0.0005772404860212079,1.2830888305122654,0.10615201780968979,-0.2361351028765527,3.3815131621532832e-15,1.3061192479493008e-14,3.204131139802797e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,81,1180,fault_01,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.41117267496999577,0.3248302328227045,0.5809319766343786,0.39295297035238197,True,0.11391292790926924,0.1427366942294581,0.7296344213755899,0.7306438577991127,0.0003346831163168623,0.0001425776213104259,1.0326360876955674,0.0989202642770377,-0.09692517904667489,1.832643195433386e-15,1.3232957316088143e-14,3.190236423943336e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,83,1182,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.43055139416919114,0.2978288402041925,0.6001293269246194,0.3546014434260469,True,-0.015087757319206446,0.2350996401332746,0.8964092549949403,0.9150569971132748,9.259887766712386e-06,-0.0012510122286433002,1.2536389607282319,-0.028833032594023988,-0.27596183986525546,2.2385999867341975e-16,8.06807314861078e-16,3.2520441745334327e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,87,1186,fault_02,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.42320704043005075,0.3387153816941938,0.589478851950554,0.4081642150214275,True,0.15235142763271625,0.07559678515624442,0.8601704311914542,0.8901223401321036,-0.001276177525532637,0.0002812384914721182,1.22270391426218,-0.22594369080580462,-0.055156024301084045,2.8001080779759675e-15,1.2039412936199563e-14,3.288028170684303e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,88,1187,fault_03,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.4112497176457788,0.3069608853579517,0.5844426106703651,0.3678788472533449,True,-0.0023793871070654227,0.2697720943216812,0.8115086046068181,0.8401491574422594,3.0226904833977796e-05,-0.0013464723709657833,1.148239255138121,-0.028833032594023172,-0.27596183986525546,7.466508593664969e-16,2.6909826612793905e-15,3.25204417450516e-07,1.0
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,89,1188,fault_04,COMPENSATION_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,SELECT_HIGHER_UTILITY,0.37734592405524453,0.3095414627744564,0.5626596272910531,0.3726154736577355,True,0.0025545855804625095,0.20117089655430376,0.7988477738560367,0.7517299028907389,0.0009811580344641457,-0.0008102000135814378,1.129903778815297,0.10615201780968984,-0.2361351028765541,2.4640792890398633e-15,9.517577586002278e-15,3.204131139860143e-07,1.0
