experiment_run_id,manifest_id,seed,realization_index,paired_verification_seed,candidate_id,verification_status,success,steps,final_object_goal_distance,video_path
acr_utility_stability_20260802T120914Z_8b9c2f827d59,9cc531eecc45cfe63790729ccf52c3b2994c8e46e46b7e31ddc9c13dea339cda,1805,1,3132211026,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,82,0.04722642339728207,outputs/probemem_acr/videos/stochastic_reversal/seed1805_realization1_bounded_planar_compensation_accepted.mp4
acr_utility_stability_20260802T120914Z_8b9c2f827d59,9cc531eecc45cfe63790729ccf52c3b2994c8e46e46b7e31ddc9c13dea339cda,1805,1,3132211026,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False,500,0.11988321258443219,outputs/probemem_acr/videos/stochastic_reversal/seed1805_realization1_independent_stochastic_retry_inconclusive.mp4
acr_utility_stability_20260802T120914Z_8b9c2f827d59,9cc531eecc45cfe63790729ccf52c3b2994c8e46e46b7e31ddc9c13dea339cda,1805,2,108823163,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.315778189005617,outputs/probemem_acr/videos/stochastic_reversal/seed1805_realization2_bounded_planar_compensation_rejected.mp4
acr_utility_stability_20260802T120914Z_8b9c2f827d59,9cc531eecc45cfe63790729ccf52c3b2994c8e46e46b7e31ddc9c13dea339cda,1805,2,108823163,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,66,0.04975090824398128,outputs/probemem_acr/videos/stochastic_reversal/seed1805_realization2_independent_stochastic_retry_accepted.mp4
