experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps,candidate_id,paired_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,44,2243,fault_05,False,True,500,0.20090583332088507,64,True,,13,815,INDEPENDENT_STOCHASTIC_RETRY,1719472731,ACCEPTED,True,71,0.049729845919462924,0.15117598740142216,163682210823700
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,49,2248,fault_05,False,True,500,0.24600451744868612,64,True,,14,677,BOUNDED_PLANAR_COMPENSATION,3055478280,ACCEPTED,True,113,0.047116829608922155,0.19888768783976396,163691102518300
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,49,2248,fault_05,False,True,500,0.24600451744868612,64,True,,14,780,INDEPENDENT_STOCHASTIC_RETRY,3055478280,ACCEPTED,True,103,0.04874953194883814,0.197254985499848,163692203026500
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,50,2249,fault_05,False,True,500,0.23857897097078318,64,True,,15,733,BOUNDED_PLANAR_COMPENSATION,1441118747,ACCEPTED,True,169,0.04966932242812762,0.18890964854265557,163696423775800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,50,2249,fault_05,False,True,500,0.23857897097078318,64,True,,15,906,INDEPENDENT_STOCHASTIC_RETRY,1441118747,ACCEPTED,True,173,0.04676186777619542,0.19181710319458775,163697561536100
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,59,2258,fault_05,False,True,500,0.2902030375287139,64,True,,16,1064,BOUNDED_PLANAR_COMPENSATION,1848817408,REJECTED,False,500,0.38279400542572456,-0.09259096789701066,163713254476600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,59,2258,fault_05,False,True,500,0.2902030375287139,64,True,,16,1196,INDEPENDENT_STOCHASTIC_RETRY,1848817408,ACCEPTED,True,132,0.04755303465337356,0.24265000287534033,163714329679300
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,60,2259,fault_05,False,True,500,0.3238721094485788,64,True,,17,671,BOUNDED_PLANAR_COMPENSATION,2887211652,ACCEPTED,True,107,0.049629106919764764,0.27424300252881406,163718335462800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,60,2259,fault_05,False,True,500,0.3238721094485788,64,True,,17,1171,INDEPENDENT_STOCHASTIC_RETRY,2887211652,INCONCLUSIVE,False,500,0.28092494005485524,0.04294716939372356,163719881952600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,61,2260,fault_05,False,True,500,0.3308281924012007,64,True,,18,1064,BOUNDED_PLANAR_COMPENSATION,2554794665,INCONCLUSIVE,False,500,0.23478030946004785,0.09604788294115285,163724673689400
