repeatability_run_id,selection_rule,outcome_class,evidence_driver,case_id,seed,candidate_id,selected_at_k1,selected_at_k3,success,steps,final_object_goal_distance,video_path
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,HELPFUL,PREFIX_SUCCESS_PRIORITY,development_case_0037,636,probe_grounded_compensation,True,False,False,500,0.27676994980245745,outputs/videos/candidate_repeatability_changes_v1/helpful_seed636_probe_grounded_compensation.mp4
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,HELPFUL,PREFIX_SUCCESS_PRIORITY,development_case_0037,636,stochastic_retry,False,True,True,154,0.04842994606793434,outputs/videos/candidate_repeatability_changes_v1/helpful_seed636_stochastic_retry.mp4
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,HARMFUL,ROBUST_DISTANCE_RANK_FLIP,development_case_0021,620,probe_grounded_compensation,False,True,False,500,0.215095797743409,outputs/videos/candidate_repeatability_changes_v1/harmful_seed620_probe_grounded_compensation.mp4
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,HARMFUL,ROBUST_DISTANCE_RANK_FLIP,development_case_0021,620,stochastic_retry,True,False,True,99,0.04721505911266786,outputs/videos/candidate_repeatability_changes_v1/harmful_seed620_stochastic_retry.mp4
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,NEUTRAL,ROBUST_DISTANCE_RANK_FLIP,development_case_0001,600,probe_grounded_compensation,True,False,False,500,0.20518378433042486,outputs/videos/candidate_repeatability_changes_v1/neutral_seed600_probe_grounded_compensation.mp4
repeatability_20260731T070645Z_9650e171518a,largest_absolute_k3_robust_margin_within_outcome_class,NEUTRAL,ROBUST_DISTANCE_RANK_FLIP,development_case_0001,600,stochastic_retry,False,True,False,500,0.20343650772215363,outputs/videos/candidate_repeatability_changes_v1/neutral_seed600_stochastic_retry.mp4
