experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,paired_comparable,probe_steps,evaluator_collection_steps,candidate_id,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,paired_verification_seed,outcome_timestamp_ns
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,1,1400,fault_05,False,True,500,0.29046825988868435,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.2923079223652954,-0.001839662476611048,832027272,157548577887200
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,1,1400,fault_05,False,True,500,0.29046825988868435,True,64,1158,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,94,0.04941614574451178,0.24105211414417257,832027272,157549656575200
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,2,1401,fault_05,False,True,500,0.24159727483272092,True,64,736,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,172,0.04792197177256635,0.19367530306015457,522089898,157553881700200
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,2,1401,fault_05,False,True,500,0.24159727483272092,True,64,1236,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False,500,0.16338594987665378,0.07821132495606714,522089898,157555446066000
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,3,1402,fault_05,False,True,500,0.1727788558093242,True,64,851,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,287,0.047988830534521694,0.12479002527480251,1692112631,157559671920100
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,3,1402,fault_05,False,True,500,0.1727788558093242,True,64,1351,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.34280399229489966,-0.17002513648557546,1692112631,157561212911100
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,6,1405,fault_05,False,True,500,0.3083767537750818,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.39249481683714926,-0.08411806306206748,3071111900,157568517805100
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,6,1405,fault_05,False,True,500,0.3083767537750818,True,64,1140,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,76,0.04882561863418125,0.25955113514090056,3071111900,157569585655700
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,12,1411,fault_05,False,True,500,0.18104720219310003,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.1879887389926533,-0.006941536799553283,1605197858,157579875758700
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,12,1411,fault_05,False,True,500,0.18104720219310003,True,64,1152,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,88,0.049367156172951586,0.13168004602014843,1605197858,157580945034100
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,14,1413,fault_05,False,True,500,0.24567871926904164,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.29265946279091604,-0.046980743521874396,3008728125,157586519880000
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,14,1413,fault_05,False,True,500,0.24567871926904164,True,64,1225,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,161,0.049626905189372884,0.19605181407966876,3008728125,157587650221800
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,16,1415,fault_05,False,True,500,0.3943022521799437,True,64,730,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,166,0.04960430262867515,0.34469794955126853,25226539,157592906508800
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,16,1415,fault_05,False,True,500,0.3943022521799437,True,64,1230,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False,500,0.18371213072918843,0.21059012145075526,25226539,157594412723500
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,20,1419,fault_05,False,True,500,0.2101368244348422,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.2463105153538691,-0.03617369091902692,3681138300,157602359054500
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,20,1419,fault_05,False,True,500,0.2101368244348422,True,64,1155,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,91,0.0470481914222924,0.16308863301254978,3681138300,157603450823800
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,26,1425,fault_05,False,True,500,0.15814093117018893,True,64,774,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,210,0.048760559502946846,0.10938037166724209,1613687493,157613382832700
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,26,1425,fault_05,False,True,500,0.15814093117018893,True,64,1274,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.18674426622331394,-0.028603335053125012,1613687493,157614884172400
acr_retry_replication_20260802T112921Z_1c45014434b2,1fb27aa4238731c97cfa9ae07607ac84b6fbb5d4ddecc17ab3bdb3533329dca1,1c45014434b26f957354788a7fdaafa9bded0d0b,27,1426,fault_05,False,True,500,0.3555020108552497,True,64,1064,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.37958780189868396,-0.02408579104343428,2673426001,157619404984700
