perturbation_type,perturbation_level,episode_id,seed,success,steps,episode_return,elapsed_time_ms,clip_count,clip_fraction
action_bias,0.1,5,104,False,500,300.4208385401367,479.97340001165867,17,0.034
action_bias,0.15,5,104,False,500,96.86079266563928,419.33510010130703,290,0.58
action_scale,1.0,6,105,True,61,183.3789010859564,67.56510003469884,27,0.4426229508196721
action_scale,0.8,6,105,True,68,203.1829564940065,65.68440003320575,21,0.3088235294117647
action_scale,0.6,6,105,True,89,257.02672460449537,82.9326999373734,8,0.0898876404494382
action_scale,0.4,6,105,True,154,457.68250813830855,138.93590006045997,0,0.0
action_scale,0.2,6,105,True,297,796.3744286378866,254.72839991562068,0,0.0
gaussian_noise,0.0,6,105,True,61,183.3789010859564,66.2953001447022,27,0.4426229508196721
gaussian_noise,0.02,6,105,True,61,190.94493227726815,63.82979988120496,27,0.4426229508196721
gaussian_noise,0.05,6,105,True,61,192.74917667656874,68.39600019156933,27,0.4426229508196721
gaussian_noise,0.1,6,105,True,60,184.27799416949148,65.18679996952415,26,0.43333333333333335
gaussian_noise,0.2,6,105,True,60,181.61089040867967,70.38850011304021,26,0.43333333333333335
action_bias,0.0,6,105,True,61,183.3789010859564,63.515600049868226,27,0.4426229508196721
action_bias,0.02,6,105,True,62,198.62797973838337,63.98000009357929,27,0.43548387096774194
action_bias,0.05,6,105,True,71,245.6753767117624,75.73310006409883,27,0.38028169014084506
action_bias,0.1,6,105,False,500,302.2118071432194,488.2555999793112,18,0.036
action_bias,0.15,6,105,False,500,121.58466786807668,380.0842999480665,292,0.584
action_scale,1.0,7,106,True,63,200.31935118372616,61.99469999410212,27,0.42857142857142855
action_scale,0.8,7,106,True,71,214.94335712820873,64.21019998379052,21,0.29577464788732394
action_scale,0.6,7,106,True,113,449.57265570924494,102.93369996361434,8,0.07079646017699115
action_scale,0.4,7,106,True,159,483.1034517404481,139.99299984425306,0,0.0
action_scale,0.2,7,106,True,302,831.3726696734477,250.86420006118715,0,0.0
gaussian_noise,0.0,7,106,True,63,200.31935118372616,62.9244998563081,27,0.42857142857142855
gaussian_noise,0.02,7,106,True,63,200.49119203580398,63.590699806809425,26,0.4126984126984127
gaussian_noise,0.05,7,106,True,62,200.78079367619128,65.06009981967509,26,0.41935483870967744
gaussian_noise,0.1,7,106,True,62,200.90615404852224,70.6525999121368,25,0.4032258064516129
gaussian_noise,0.2,7,106,True,64,214.87697747428393,65.80909993499517,24,0.375
action_bias,0.0,7,106,True,63,200.31935118372616,68.60480015166104,27,0.42857142857142855
action_bias,0.02,7,106,True,62,198.1064513734947,66.116499947384,27,0.43548387096774194
action_bias,0.05,7,106,True,95,422.1828064977306,93.49579992704093,26,0.2736842105263158
action_bias,0.1,7,106,False,500,298.3170262471499,464.38139979727566,17,0.034
action_bias,0.15,7,106,False,500,102.10314292135357,434.7039998974651,294,0.588
action_scale,1.0,8,107,True,67,234.20405948721253,83.08640005998313,31,0.4626865671641791
action_scale,0.8,8,107,True,77,256.48823057582297,79.10529989749193,24,0.3116883116883117
action_scale,0.6,8,107,False,500,3478.558291643596,431.57620006240904,11,0.022
action_scale,0.4,8,107,True,165,519.7862697820085,146.4311999734491,0,0.0
action_scale,0.2,8,107,True,313,910.2754483887545,270.7573000807315,0,0.0
gaussian_noise,0.0,8,107,True,67,234.20405948721253,67.79689993709326,31,0.4626865671641791
gaussian_noise,0.02,8,107,True,67,234.2523715415689,66.78579980507493,31,0.4626865671641791
gaussian_noise,0.05,8,107,True,68,234.09174466489839,70.51570015028119,32,0.47058823529411764
gaussian_noise,0.1,8,107,True,67,220.98274870873487,67.82360002398491,32,0.47761194029850745
gaussian_noise,0.2,8,107,True,69,227.112430017446,68.74140002764761,34,0.4927536231884058
action_bias,0.0,8,107,True,67,234.20405948721253,68.83380003273487,31,0.4626865671641791
action_bias,0.02,8,107,True,68,241.31514445427956,65.64809987321496,31,0.45588235294117646
action_bias,0.05,8,107,False,500,2988.2331324649986,475.267400033772,26,0.052
action_bias,0.1,8,107,False,500,296.4418241223032,511.74250012263656,17,0.034
action_bias,0.15,8,107,False,500,106.5414183996423,383.9103998616338,294,0.588
action_scale,1.0,9,108,True,63,183.46765937010505,63.59519995748997,30,0.47619047619047616
action_scale,0.8,9,108,True,73,211.95006277997732,75.76939999125898,23,0.3150684931506849
action_scale,0.6,9,108,True,93,290.77949909890833,93.8542999792844,10,0.10752688172043011
action_scale,0.4,9,108,True,159,494.6970648397245,138.08350008912385,0,0.0
action_scale,0.2,9,108,True,310,895.355189772926,281.96900011971593,0,0.0
gaussian_noise,0.0,9,108,True,63,183.46765937010505,68.9968999940902,30,0.47619047619047616
gaussian_noise,0.02,9,108,True,63,183.61251283606572,75.53640007972717,30,0.47619047619047616
gaussian_noise,0.05,9,108,True,63,182.96490206699966,64.44450002163649,30,0.47619047619047616
gaussian_noise,0.1,9,108,True,62,177.85748451377657,63.79259983077645,29,0.46774193548387094
gaussian_noise,0.2,9,108,True,63,173.8729118764276,65.26129995472729,32,0.5079365079365079
action_bias,0.0,9,108,True,63,183.46765937010505,64.36499999836087,30,0.47619047619047616
action_bias,0.02,9,108,True,63,213.89693712411258,62.88950005546212,30,0.47619047619047616
action_bias,0.05,9,108,True,69,244.7523987931428,71.52820006012917,30,0.43478260869565216
action_bias,0.1,9,108,False,500,285.14411568796237,466.73200000077486,19,0.038
action_bias,0.15,9,108,False,500,122.06447393575365,392.8151000291109,306,0.612
action_scale,1.0,10,109,True,62,210.37212824984138,58.128099888563156,29,0.46774193548387094
action_scale,0.8,10,109,True,69,221.9600930377372,66.19539996609092,23,0.3333333333333333
action_scale,0.6,10,109,True,89,280.5901511263613,83.99800001643598,11,0.12359550561797752
action_scale,0.4,10,109,True,156,486.2480849313318,141.39140001498163,0,0.0
action_scale,0.2,10,109,True,299,857.4051613841432,252.1748999133706,0,0.0
gaussian_noise,0.0,10,109,True,62,210.37212824984138,61.05970009230077,29,0.46774193548387094
gaussian_noise,0.02,10,109,True,62,211.4938051069209,70.87549986317754,29,0.46774193548387094
gaussian_noise,0.05,10,109,True,62,211.24070324592336,83.96339998580515,30,0.4838709677419355
gaussian_noise,0.1,10,109,True,62,210.8799888366083,62.814699951559305,30,0.4838709677419355
gaussian_noise,0.2,10,109,True,62,209.73033229365487,66.01650011725724,31,0.5
action_bias,0.0,10,109,True,62,210.37212824984138,63.96519998088479,29,0.46774193548387094
action_bias,0.02,10,109,True,62,204.55262180455333,65.51540014334023,29,0.46774193548387094
action_bias,0.05,10,109,True,76,271.64180301198587,76.33690000511706,29,0.3815789473684211
action_bias,0.1,10,109,False,500,283.46392308702264,467.09429984912276,17,0.034
action_bias,0.15,10,109,False,500,128.11091766069802,384.0081999078393,295,0.59
action_scale,1.0,11,110,True,61,166.53345572597428,63.57849994674325,25,0.4098360655737705
action_scale,0.8,11,110,True,70,195.15420617133455,69.61310002952814,19,0.2714285714285714
action_scale,0.6,11,110,True,94,288.34268108080073,87.68300013616681,6,0.06382978723404255
action_scale,0.4,11,110,True,159,471.8454493449162,142.83759985119104,0,0.0
action_scale,0.2,11,110,True,316,538.8103421421945,266.1935999058187,0,0.0
gaussian_noise,0.0,11,110,True,61,166.53345572597428,63.453400041908026,25,0.4098360655737705
gaussian_noise,0.02,11,110,True,61,165.65776981759257,63.49089997820556,25,0.4098360655737705
gaussian_noise,0.05,11,110,True,61,164.80375314690738,69.02890000492334,26,0.4262295081967213
gaussian_noise,0.1,11,110,True,62,146.52425628819552,64.01470000855625,25,0.4032258064516129
gaussian_noise,0.2,11,110,True,64,79.0999103036278,62.995499931275845,28,0.4375
action_bias,0.0,11,110,True,61,166.53345572597428,61.33809988386929,25,0.4098360655737705
action_bias,0.02,11,110,True,60,183.88090243633494,65.04040001891553,25,0.4166666666666667
action_bias,0.05,11,110,True,64,208.30355410947772,61.98450014926493,26,0.40625
action_bias,0.1,11,110,False,500,293.6683345701117,462.63660001568496,18,0.036
action_bias,0.15,11,110,False,500,126.93871592777465,378.6375999916345,306,0.612
action_scale,1.0,12,111,True,60,171.2987882278504,60.66989991813898,27,0.45
action_scale,0.8,12,111,True,67,202.54024140937995,74.24309989437461,21,0.31343283582089554
action_scale,0.6,12,111,True,88,264.8801311533,85.15150006860495,8,0.09090909090909091
action_scale,0.4,12,111,True,152,465.10619608870394,133.79419990815222,0,0.0
action_scale,0.2,12,111,True,290,801.1182896027548,239.54420001246035,0,0.0
gaussian_noise,0.0,12,111,True,60,171.2987882278504,62.863900093361735,27,0.45
gaussian_noise,0.02,12,111,True,60,176.90384079775862,64.27259999327362,27,0.45
gaussian_noise,0.05,12,111,True,61,177.4731011030899,66.09089998528361,28,0.45901639344262296
gaussian_noise,0.1,12,111,True,62,187.8735230044196,63.73990001156926,28,0.45161290322580644
gaussian_noise,0.2,12,111,True,67,205.65781054422007,70.56859997101128,29,0.43283582089552236
action_bias,0.0,12,111,True,60,171.2987882278504,64.89530019462109,27,0.45
action_bias,0.02,12,111,True,59,184.2101314514674,61.82319996878505,27,0.4576271186440678
action_bias,0.05,12,111,True,66,223.13707507351896,88.34829996339977,27,0.4090909090909091
action_bias,0.1,12,111,False,500,285.75410132217047,478.5017999820411,19,0.038
action_bias,0.15,12,111,False,500,119.58734623442632,388.5033999104053,307,0.614
action_scale,1.0,13,112,True,64,213.3735903968721,66.6777000296861,30,0.46875
action_scale,0.8,13,112,True,72,236.1347262344395,66.8978001922369,24,0.3333333333333333
action_scale,0.6,13,112,True,96,304.0623440726397,88.68100005201995,12,0.125
action_scale,0.4,13,112,True,162,501.76460584071117,138.54570011608303,0,0.0
action_scale,0.2,13,112,True,308,872.8615615975791,249.30349993519485,0,0.0
gaussian_noise,0.0,13,112,True,64,213.3735903968721,69.68529988080263,30,0.46875
gaussian_noise,0.02,13,112,True,64,213.48305551981895,64.03999985195696,31,0.484375
gaussian_noise,0.05,13,112,True,64,217.15128374365474,67.12739984504879,31,0.484375
gaussian_noise,0.1,13,112,True,64,217.24476248644464,63.53270006366074,30,0.46875
gaussian_noise,0.2,13,112,True,64,207.3244043069755,61.094800010323524,32,0.5
action_bias,0.0,13,112,True,64,213.3735903968721,63.37219988927245,30,0.46875
action_bias,0.02,13,112,True,64,219.62148502356155,67.04299990087748,30,0.46875
action_bias,0.05,13,112,True,83,308.60483340694736,77.90460018441081,30,0.3614457831325301
action_bias,0.1,13,112,False,500,283.0078401399815,459.9311000201851,17,0.034
action_bias,0.15,13,112,False,500,134.31583267895004,386.61349983885884,288,0.576
action_scale,1.0,14,113,True,60,210.22603192515038,62.90020002052188,33,0.55
action_scale,0.8,14,113,True,65,260.3835437867037,62.03490006737411,26,0.4
action_scale,0.6,14,113,True,83,324.316459933233,77.51299999654293,15,0.18072289156626506
action_scale,0.4,14,113,True,140,525.5275188605642,120.9044000133872,3,0.02142857142857143
action_scale,0.2,14,113,True,256,925.3151835767278,209.43089993670583,0,0.0
gaussian_noise,0.0,14,113,True,60,210.22603192515038,63.03499988280237,33,0.55
gaussian_noise,0.02,14,113,True,59,210.21700982887106,61.80860009044409,33,0.559322033898305
gaussian_noise,0.05,14,113,True,59,210.14414604291878,66.81539979763329,33,0.559322033898305
gaussian_noise,0.1,14,113,True,59,209.9380159106654,62.96949996612966,33,0.559322033898305
gaussian_noise,0.2,14,113,True,59,204.99661686392238,67.91860004886985,33,0.559322033898305
action_bias,0.0,14,113,True,60,210.22603192515038,84.51049984432757,33,0.55
action_bias,0.02,14,113,True,60,245.2197377485837,62.54120008088648,33,0.55
action_bias,0.05,14,113,True,71,308.0390381507197,75.63009997829795,33,0.4647887323943662
action_bias,0.1,14,113,False,500,162.73634346810994,467.0118000358343,12,0.024
action_bias,0.15,14,113,False,500,112.03143761822047,381.3655998092145,306,0.612
action_scale,1.0,15,114,True,71,226.16612400892737,85.06840001791716,34,0.4788732394366197
action_scale,0.8,15,114,True,81,253.49366116585838,88.23709981516004,28,0.345679012345679
action_scale,0.6,15,114,True,109,388.9800016268402,137.75330013595521,15,0.13761467889908258
action_scale,0.4,15,114,True,170,537.3594718727852,145.52869996987283,4,0.023529411764705882
action_scale,0.2,15,114,True,329,949.5179990367277,278.60910003073514,0,0.0
gaussian_noise,0.0,15,114,True,71,226.16612400892737,72.45710003189743,34,0.4788732394366197
gaussian_noise,0.02,15,114,True,71,229.07395308046435,76.07470010407269,35,0.49295774647887325
gaussian_noise,0.05,15,114,True,71,223.51679354143909,73.01850011572242,35,0.49295774647887325
gaussian_noise,0.1,15,114,True,72,255.53244987992483,80.20219998434186,35,0.4861111111111111
gaussian_noise,0.2,15,114,True,75,249.23474965372108,73.90270009636879,37,0.49333333333333335
action_bias,0.0,15,114,True,71,226.16612400892737,73.26520001515746,34,0.4788732394366197
action_bias,0.02,15,114,True,72,261.8746395659431,75.35830000415444,35,0.4861111111111111
action_bias,0.05,15,114,True,80,304.44538647564696,83.7368001230061,34,0.425
action_bias,0.1,15,114,False,500,305.2555020743679,537.0869000907987,18,0.036
action_bias,0.15,15,114,False,500,131.92692979548104,393.90880009159446,292,0.584
action_scale,1.0,16,115,True,64,217.75647191025564,66.092099994421,30,0.46875
action_scale,0.8,16,115,True,71,236.77685654888677,82.58919999934733,24,0.3380281690140845
action_scale,0.6,16,115,True,122,554.1827412289458,113.28630009666085,11,0.09016393442622951
action_scale,0.4,16,115,True,159,498.9520683656003,137.3097999021411,0,0.0
action_scale,0.2,16,115,True,303,876.0426598050394,279.1656998451799,0,0.0
gaussian_noise,0.0,16,115,True,64,217.75647191025564,64.60489984601736,30,0.46875
gaussian_noise,0.02,16,115,True,64,217.82779365460155,66.18249998427927,30,0.46875
gaussian_noise,0.05,16,115,True,64,217.9560062520082,64.86089993268251,30,0.46875
gaussian_noise,0.1,16,115,True,63,212.86475732319235,60.7642000541091,30,0.47619047619047616
gaussian_noise,0.2,16,115,True,64,218.99094825838324,73.4065999276936,28,0.4375
action_bias,0.0,16,115,True,64,217.75647191025564,62.15639994479716,30,0.46875
action_bias,0.02,16,115,True,65,224.87249777086163,71.72980019822717,30,0.46153846153846156
action_bias,0.05,16,115,True,82,316.6566383417106,76.77669986151159,30,0.36585365853658536
action_bias,0.1,16,115,False,500,293.3608780233227,472.54360001534224,17,0.034
action_bias,0.15,16,115,False,500,120.19659483018211,393.7523001804948,294,0.588
action_scale,1.0,17,116,True,67,226.98624295308684,79.17200005613267,33,0.4925373134328358
action_scale,0.8,17,116,True,75,262.26500560087163,69.36069997027516,27,0.36
action_scale,0.6,17,116,True,139,696.9481843978846,119.30750007741153,14,0.10071942446043165
action_scale,0.4,17,116,True,158,522.6448207876598,137.23710016347468,0,0.0
action_scale,0.2,17,116,True,300,911.5134432722612,256.23659999109805,0,0.0
gaussian_noise,0.0,17,116,True,67,226.98624295308684,65.8292998559773,33,0.4925373134328358
gaussian_noise,0.02,17,116,True,67,229.18916637699775,65.93949999660254,33,0.4925373134328358
gaussian_noise,0.05,17,116,True,67,228.449745589671,69.3693000357598,33,0.4925373134328358
gaussian_noise,0.1,17,116,True,68,228.29857613821466,71.80340006016195,31,0.45588235294117646
gaussian_noise,0.2,17,116,True,68,223.36103579525405,74.21819982118905,32,0.47058823529411764
action_bias,0.0,17,116,True,67,226.98624295308684,66.70100009068847,33,0.4925373134328358
action_bias,0.02,17,116,True,67,248.00796538139826,65.79640018753707,33,0.4925373134328358
action_bias,0.05,17,116,True,76,295.0578477952297,75.6661999039352,33,0.4342105263157895
action_bias,0.1,17,116,False,500,286.6607468745129,474.09749985672534,18,0.036
action_bias,0.15,17,116,False,500,108.02632122733463,390.4035999439657,294,0.588
action_scale,1.0,18,117,True,61,180.73909495388847,60.564800165593624,24,0.39344262295081966
action_scale,0.8,18,117,True,69,195.73630273158375,73.66090011782944,18,0.2608695652173913
action_scale,0.6,18,117,True,111,425.0266570025773,102.3052001837641,4,0.036036036036036036
action_scale,0.4,18,117,True,158,463.8754835608764,134.2080000322312,0,0.0
action_scale,0.2,18,117,True,304,809.7458936649514,253.7000000011176,0,0.0
gaussian_noise,0.0,18,117,True,61,180.73909495388847,63.23520001024008,24,0.39344262295081966
gaussian_noise,0.02,18,117,True,61,181.01008612063887,59.78490016423166,24,0.39344262295081966
gaussian_noise,0.05,18,117,True,62,186.17950734157557,65.03820000216365,25,0.4032258064516129
gaussian_noise,0.1,18,117,True,60,177.1397540251142,59.87420002929866,24,0.4
gaussian_noise,0.2,18,117,True,88,398.96323085406186,92.19289990141988,23,0.26136363636363635
action_bias,0.0,18,117,True,61,180.73909495388847,70.79619984142482,24,0.39344262295081966
action_bias,0.02,18,117,True,60,177.61475285334257,59.18169999495149,24,0.4
action_bias,0.05,18,117,True,89,375.91958186042757,98.72639994136989,23,0.25842696629213485
action_bias,0.1,18,117,False,500,212.80314380041804,473.3082999009639,14,0.028
action_bias,0.15,18,117,False,500,97.7323710907003,396.6022999957204,289,0.578
action_scale,1.0,19,118,True,56,163.08684336533076,62.04220000654459,24,0.42857142857142855
action_scale,0.8,19,118,True,62,188.56048483066013,59.4051000662148,19,0.3064516129032258
action_scale,0.6,19,118,True,81,249.44506991399984,74.46899986825883,6,0.07407407407407407
action_scale,0.4,19,118,True,148,477.5582822554562,126.10350013710558,0,0.0
action_scale,0.2,19,118,True,284,822.35537577144,258.30679992213845,0,0.0
gaussian_noise,0.0,19,118,True,56,163.08684336533076,64.72670007497072,24,0.42857142857142855
gaussian_noise,0.02,19,118,True,56,168.30462933174283,58.443599846214056,25,0.44642857142857145
gaussian_noise,0.05,19,118,True,55,161.4194910386214,56.9263999350369,26,0.4727272727272727
gaussian_noise,0.1,19,118,True,54,158.70302788640802,59.2849999666214,24,0.4444444444444444
gaussian_noise,0.2,19,118,True,55,172.21994095604043,62.955299858003855,25,0.45454545454545453
action_bias,0.0,19,118,True,56,163.08684336533076,58.53529996238649,24,0.42857142857142855
action_bias,0.02,19,118,True,55,170.81517269735116,59.595400001853704,24,0.43636363636363634
action_bias,0.05,19,118,True,68,234.73826474325253,70.48600004054606,24,0.35294117647058826
action_bias,0.1,19,118,False,500,289.84427273097475,459.8085999023169,19,0.038
action_bias,0.15,19,118,False,500,115.72264164256114,385.54339995607734,304,0.608
action_scale,1.0,20,119,True,70,234.55946323964693,67.80049996450543,37,0.5285714285714286
action_scale,0.8,20,119,True,78,270.0227333797018,79.95410007424653,30,0.38461538461538464
action_scale,0.6,20,119,True,99,351.53839007821915,93.21070020087063,17,0.1717171717171717
action_scale,0.4,20,119,True,160,550.744047635525,135.9210000373423,7,0.04375
action_scale,0.2,20,119,True,302,953.8734102630502,252.62900022789836,0,0.0
gaussian_noise,0.0,20,119,True,70,234.55946323964693,69.88590001128614,37,0.5285714285714286
gaussian_noise,0.02,20,119,True,69,230.03708999372472,71.42579997889698,36,0.5217391304347826
gaussian_noise,0.05,20,119,True,70,241.4605625654557,70.42849995195866,37,0.5285714285714286
gaussian_noise,0.1,20,119,True,70,250.4261944009447,72.79420015402138,37,0.5285714285714286
gaussian_noise,0.2,20,119,True,69,261.8627531580664,70.9200999699533,37,0.5362318840579711
action_bias,0.0,20,119,True,70,234.55946323964693,69.68259997665882,37,0.5285714285714286
action_bias,0.02,20,119,True,69,267.79909694060495,69.38459980301559,37,0.5362318840579711
action_bias,0.05,20,119,True,80,328.2465387474832,79.23999987542629,36,0.45
action_bias,0.1,20,119,False,500,285.42017013464374,455.2092000376433,18,0.036
action_bias,0.15,20,119,False,500,112.79837156066607,384.59690008312464,310,0.62
action_bias,0.06,1,100,True,100,444.8565986051188,97.43819991126657,24,0.24
action_bias,0.07,1,100,True,107,481.74088709119764,111.72169982455671,24,0.22429906542056074
action_bias,0.08,1,100,False,500,221.2767978808495,549.1549000144005,13,0.026
action_bias,0.09,1,100,False,500,254.17135914517047,490.7255999278277,13,0.026
action_bias,0.06,2,101,True,91,354.146123161137,89.12459993734956,28,0.3076923076923077
action_bias,0.07,2,101,False,500,272.4659995209138,482.60480002500117,13,0.026
action_bias,0.08,2,101,False,500,256.35783189458795,471.4462999254465,12,0.024
action_bias,0.09,2,101,False,500,260.4670488262954,486.43080005422235,11,0.022
action_bias,0.06,3,102,True,72,258.1213684970535,75.4220001399517,22,0.3055555555555556
action_bias,0.07,3,102,True,78,285.9768550993381,84.20290006324649,21,0.2692307692307692
action_bias,0.08,3,102,True,79,284.2994872668929,83.12000008299947,21,0.26582278481012656
action_bias,0.09,3,102,False,500,230.41540273042276,477.3943000473082,11,0.022
action_bias,0.06,4,103,False,500,3164.75693640158,474.48590002022684,26,0.052
action_bias,0.07,4,103,False,500,3277.167739538436,496.951499953866,25,0.05
action_bias,0.08,4,103,False,500,248.83704713602012,474.67379993759096,11,0.022
action_bias,0.09,4,103,False,500,255.99116951561234,477.3772000335157,11,0.022
action_bias,0.06,5,104,True,82,300.7626659927473,85.3502000682056,22,0.2682926829268293
action_bias,0.07,5,104,True,84,304.7407119598293,82.87669997662306,22,0.2619047619047619
action_bias,0.08,5,104,False,500,220.9184832451906,494.08619990572333,11,0.022
action_bias,0.09,5,104,False,500,253.69818729098898,468.1930998340249,11,0.022
action_bias,0.06,6,105,True,77,275.70314059721005,80.15549997799098,26,0.33766233766233766
action_bias,0.07,6,105,True,83,315.59049732276844,86.1484999768436,26,0.3132530120481928
action_bias,0.08,6,105,True,82,300.35371780712063,80.799899995327,25,0.3048780487804878
