perturbation_type,perturbation_level,episode_id,seed,success,steps,episode_return,elapsed_time_ms,clip_count,clip_fraction
action_bias,0.09,6,105,False,500,229.26098196751357,486.9356998242438,11,0.022
action_bias,0.06,7,106,True,114,580.4013118972885,115.5181999783963,25,0.21929824561403508
action_bias,0.07,7,106,True,100,435.0640169268228,97.17410011216998,24,0.24
action_bias,0.08,7,106,False,500,246.6817604289288,473.39270007796586,11,0.022
action_bias,0.09,7,106,False,500,254.31616700476764,479.41339993849397,11,0.022
action_bias,0.06,8,107,False,500,3113.354002543382,456.8569001276046,26,0.052
action_bias,0.07,8,107,False,500,3234.8951718096387,462.252700002864,26,0.052
action_bias,0.08,8,107,False,500,227.70462283263467,472.97440003603697,11,0.022
action_bias,0.09,8,107,False,500,255.09789726498232,481.96160001680255,11,0.022
action_bias,0.06,9,108,True,78,289.24040671456345,78.91829987056553,29,0.3717948717948718
action_bias,0.07,9,108,True,87,337.7942305904961,90.56030004285276,29,0.3333333333333333
action_bias,0.08,9,108,True,92,350.9056066744816,89.51200009323657,28,0.30434782608695654
action_bias,0.09,9,108,True,98,369.81853073545136,93.06000010110438,28,0.2857142857142857
action_bias,0.06,10,109,True,83,310.49340897958706,84.96370003558695,29,0.3493975903614458
action_bias,0.07,10,109,True,87,322.5124715023918,86.01150009781122,28,0.3218390804597701
action_bias,0.08,10,109,False,500,230.40445091232093,481.7838000599295,11,0.022
action_bias,0.09,10,109,False,500,244.0567182871178,489.3620000220835,11,0.022
action_bias,0.06,11,110,True,76,268.7696281140136,78.80660006776452,25,0.32894736842105265
action_bias,0.07,11,110,True,84,307.77953551188494,82.484400132671,24,0.2857142857142857
action_bias,0.08,11,110,True,89,329.7651526732968,86.68110007420182,24,0.2696629213483146
action_bias,0.09,11,110,True,94,340.47099032342646,99.36290001496673,23,0.24468085106382978
action_bias,0.06,12,111,True,75,269.38719683832926,87.33760006725788,27,0.36
action_bias,0.07,12,111,True,83,314.12472792576796,84.03080003336072,26,0.3132530120481928
action_bias,0.08,12,111,True,87,327.64860978547824,84.86509998328984,26,0.2988505747126437
action_bias,0.09,12,111,True,91,341.24107029710046,94.14360020309687,25,0.27472527472527475
action_bias,0.06,13,112,True,86,322.2331424150125,88.16129993647337,30,0.3488372093023256
action_bias,0.07,13,112,True,88,328.0274488017884,89.43849988281727,30,0.3409090909090909
action_bias,0.08,13,112,False,500,229.43423977192683,479.15019979700446,11,0.022
action_bias,0.09,13,112,False,500,259.33877044586376,482.664099894464,11,0.022
action_bias,0.06,14,113,True,74,310.6025419741721,77.53379992209375,32,0.43243243243243246
action_bias,0.07,14,113,True,90,421.57112592038686,93.92770007252693,32,0.35555555555555557
action_bias,0.08,14,113,True,94,439.47153018512665,89.09590006805956,31,0.32978723404255317
action_bias,0.09,14,113,True,95,431.99929112179103,97.2575000487268,30,0.3157894736842105
action_bias,0.06,15,114,True,87,339.1211405114163,85.731599945575,34,0.39080459770114945
action_bias,0.07,15,114,True,94,382.7100746644593,100.0995000358671,33,0.35106382978723405
action_bias,0.08,15,114,True,96,383.3371000946478,100.03660013899207,33,0.34375
action_bias,0.09,15,114,False,500,230.29113859705095,555.1409998442978,11,0.022
action_bias,0.06,16,115,True,90,360.62155554990943,93.61650003120303,29,0.32222222222222224
action_bias,0.07,16,115,True,90,352.09698499913395,92.02790004201233,29,0.32222222222222224
action_bias,0.08,16,115,False,500,224.72896107239987,474.61439995095134,11,0.022
action_bias,0.09,16,115,False,500,240.96578205250435,480.2343000192195,11,0.022
action_bias,0.06,17,116,True,83,329.94188005948024,90.43950005434453,33,0.39759036144578314
action_bias,0.07,17,116,True,91,368.572400878674,85.96700010821223,32,0.3516483516483517
action_bias,0.08,17,116,True,88,354.0322151500717,86.18439990095794,32,0.36363636363636365
action_bias,0.09,17,116,False,500,225.21103431771732,469.59999995306134,11,0.022
action_bias,0.06,18,117,True,102,467.98854443976415,101.51559999212623,23,0.22549019607843138
action_bias,0.07,18,117,True,98,408.7408843557005,97.69170009531081,22,0.22448979591836735
action_bias,0.08,18,117,False,500,219.1436657668757,465.3262000065297,11,0.022
action_bias,0.09,18,117,False,500,253.1191460861237,478.4631999209523,11,0.022
action_bias,0.06,19,118,True,74,263.2398773665446,76.64940017275512,24,0.32432432432432434
action_bias,0.07,19,118,True,77,277.9350891769297,77.31800014153123,24,0.3116883116883117
action_bias,0.08,19,118,True,86,313.8355755578815,85.93760011717677,23,0.26744186046511625
action_bias,0.09,19,118,False,500,234.88489822761778,461.877099936828,11,0.022
action_bias,0.06,20,119,True,88,365.09413525106015,92.95239998027682,36,0.4090909090909091
action_bias,0.07,20,119,True,91,382.5633860007457,93.88109995052218,36,0.3956043956043956
action_bias,0.08,20,119,True,93,382.6089378493574,92.54290000535548,34,0.3655913978494624
action_bias,0.09,20,119,True,95,394.1668782265604,92.39570004865527,34,0.35789473684210527
