experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,25,2524,fault_05,True,False,128,0.04807121038305762,0,False,initial_success,0,128
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,26,2525,fault_05,True,False,114,0.04987016714070248,0,False,initial_success,0,114
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,27,2526,fault_05,True,False,160,0.047692691686029826,0,False,initial_success,0,160
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,28,2527,fault_05,False,True,500,0.24586326155317922,64,True,,12,1129
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,29,2528,fault_05,True,False,274,0.048793226443236,0,False,initial_success,0,274
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,30,2529,fault_05,True,False,82,0.04897576465821743,0,False,initial_success,0,82
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,31,2530,fault_05,True,False,151,0.04645540914095082,0,False,initial_success,0,151
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,32,2531,fault_05,False,True,500,0.32130637879059465,64,True,,13,1192
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,33,2532,fault_05,True,False,216,0.04855017760624617,0,False,initial_success,0,216
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,34,2533,fault_05,False,True,500,0.23903861686527025,64,True,,14,1564
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,35,2534,fault_05,True,False,103,0.04508438199833713,0,False,initial_success,0,103
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,36,2535,fault_05,True,False,109,0.0466940193105154,0,False,initial_success,0,109
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,37,2536,fault_05,False,True,500,0.17413500969462628,64,True,,15,1202
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,f54f00df645e7d1747344ef6e48165f676fda97c,38,2537,fault_05,True,False,106,0.04647041505827077,0,False,initial_success,0,106
