experiment_run_id,manifest_id,method,episodes,accepted_cases,accepted_rate,post_exploration_accepted_cases,post_exploration_coverage,covered_accepted_precision,post_exploration_covered_precision,harmful_transfer_cases,missed_recoverable_abstentions,abstentions,mean_total_additional_steps,total_additional_steps,utility_brier
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,always_compensation,60,30,0.5,21,1.0,0.5,0.4772727272727273,21,0,0,401.1,24066,0.18710239461594821
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,always_retry,60,37,0.6166666666666667,28,1.0,0.6166666666666667,0.6363636363636364,14,0,0,331.48333333333335,19889,0.20202580059199018
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,accepted_only_last,60,38,0.6333333333333333,28,1.0,0.6333333333333333,0.6363636363636364,13,0,0,334.93333333333334,20096,0.18524345865607852
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,posterior_greedy,60,37,0.6166666666666667,27,1.0,0.6166666666666667,0.6136363636363636,14,0,0,341.81666666666666,20509,0.19048258599570891
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,contextual_greedy,60,37,0.6166666666666667,27,1.0,0.6166666666666667,0.6136363636363636,14,0,0,343.9,20634,0.2526387340225075
acr_contextual_20260802T134851Z_f54f00df645e,ff6c241462123c37f800eab7974751b3a98155e264ded2846e5c4380cb4f6abd,contextual_abstain,60,10,0.16666666666666666,0,0.0,0.625,,3,38,44,140.6,8436,0.35448801609331826
