experiment_run_id,manifest_id,episode_id,seed,progress_to_goal,final_object_goal_distance,temporal_uncertainty,phase_inconsistency,estimated_drift_x,estimated_drift_y,normalized_residual_norm,probe_estimated_bias_x,probe_estimated_bias_y,probe_estimated_bias_std_norm,probe_relative_bias_std,probe_mean_estimation_residual,probe_dominant_axis_sign_agreement,outcome_partition_evaluator_only,compensation_status_evaluator_only,retry_status_evaluator_only
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,31,790,-0.017187403218335284,0.21761327142719833,0.8371766053990596,0.8359453871343236,-4.6435956459132705e-05,0.00023618006106220692,1.1842262746817511,-0.24261439516733696,0.4331941089507521,0.7702937777933698,1.5514268241412552,4.7832226278300254e-05,0.5,RETRY_ONLY_RECOVERY,INCONCLUSIVE,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,35,794,-0.03665283420860524,0.22598503628633265,0.962280630985834,0.9577280375140915,-2.2580990294204008e-05,-1.0341707191696643e-05,1.3609175902431858,0.02034883639748368,-0.08832303738962315,0.4168346957246014,4.598955170255161,1.4074912838645348e-05,0.5,COMPENSATION_ONLY_RECOVERY,ACCEPTED,INCONCLUSIVE
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,37,796,-0.05875438046115192,0.28309540980999426,0.9835631710016812,0.982697074621156,0.00015722017086850683,2.0758429337301368e-06,1.3909689593813848,-0.09043745313129353,-0.5902000755302703,0.8839864771313584,1.4804940967861508,5.360551807104547e-05,0.5,NEITHER_RECOVERS,INCONCLUSIVE,REJECTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,46,805,0.011486090514993552,0.14199304590897174,0.9803320464481047,0.9585419171025333,-0.00011349311069703611,0.00016173346146820328,1.3864013952231085,-0.07255426181394684,-0.08990228818647539,0.13314410429185164,1.152491036294636,9.045652847819862e-06,0.5,BOTH_RECOVER,ACCEPTED,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,48,807,0.04692261137086892,0.15310770589642694,0.9576394064527591,0.961638759370109,-0.0001254403912285605,0.00030443469182491877,1.354403842832663,0.052100967707126564,-0.21676937846528435,0.39853740634425067,1.7876221061531223,1.6140188625344214e-05,0.5,BOTH_RECOVER,ACCEPTED,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,50,809,0.05261947999117267,0.15493048090994543,0.9748885986841556,0.9797681794287914,-0.00017036929326702416,0.0001436052063369529,1.378849124166951,-0.1908215427426403,-0.4759230903933074,0.861122267590532,1.6794094836910747,4.663031096911038e-05,0.5,BOTH_RECOVER,ACCEPTED,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,51,810,-0.05042023690644559,0.20192516428772203,0.935056411518161,0.9677098611959637,-0.00023692236466942417,-1.7836677320327e-05,1.322433145367149,-0.18927536392491948,-0.043769696838048495,0.23581142791226292,1.2138315893420344,3.573781025553643e-05,0.75,BOTH_RECOVER,ACCEPTED,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,54,813,-0.05434200372909881,0.22431424146697362,0.9555165642609021,0.9585923875779327,-5.0161568768778075e-06,-4.940057605964397e-06,1.3513769848857882,-0.29587151447676735,-0.734357398900913,1.0209362574271688,1.2895166316136468,8.8955832634778e-05,0.5,NEITHER_RECOVERS,REJECTED,INCONCLUSIVE
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,57,816,-0.07339898868820977,0.296937978879755,0.9675330897330006,0.9603297241962007,5.8497450621318694e-05,-5.843292794434642e-05,1.368302177852395,-0.07381797787882735,-0.1290013722632265,0.1901356800900329,1.2792674849994423,3.673806813815518e-05,0.5,RETRY_ONLY_RECOVERY,INCONCLUSIVE,ACCEPTED
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,58,817,-0.014311007759692629,0.2088931081781039,0.9489148464438919,0.9672123377573232,-0.00020017939272050654,0.00015928484596003966,1.3438404271991664,-0.2657905353901452,0.10667421688279663,0.26093022082282546,0.9110745535621274,1.750926670163256e-05,0.75,RETRY_ONLY_RECOVERY,INCONCLUSIVE,ACCEPTED
