experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,condition_id_oracle,paired_comparable,winner_candidate_ids_oracle,registered_probe_steps,evaluator_collection_steps
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,38,797,True,False,183,0.04950631384617485,fault_05,False,,0,183
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,39,798,True,False,86,0.0456215891544274,fault_05,False,,0,86
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,40,799,True,False,100,0.04707724020395523,fault_05,False,,0,100
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,41,800,True,False,69,0.046492906552415114,fault_05,False,,0,69
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,42,801,True,False,91,0.04718852824928067,fault_05,False,,0,91
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,43,802,True,False,101,0.04474277367366051,fault_05,False,,0,101
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,44,803,True,False,113,0.04754725142154048,fault_05,False,,0,113
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,45,804,True,False,64,0.04766003072842057,fault_05,False,,0,64
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,46,805,False,True,500,0.14199304590897174,fault_05,True,BOUNDED_PLANAR_COMPENSATION,64,756
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,47,806,True,False,116,0.04821754817616857,fault_05,False,,0,116
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,48,807,False,True,500,0.15310770589642694,fault_05,True,INDEPENDENT_STOCHASTIC_RETRY,64,893
