experiment_run_id,manifest_id,seed,condition_id_oracle,selected_skill,verification_status,success,steps,final_object_goal_distance,video_path,trajectory_path
probemem_v2_smoke_20260731T091458Z_ee38f29c0731,a76e003d13229e4932eae907b14c6fe67e5dc4a9cce7971ae4c9f063e327503b,700,fault_01,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,69,0.048681750485119656,outputs/probemem_v2/representative_videos/probemem_seed700_bounded_planar_compensation_accepted.mp4,outputs/probemem_v2/representative_videos/probemem_seed700_bounded_planar_compensation_accepted.jsonl
probemem_v2_smoke_20260731T091458Z_ee38f29c0731,a76e003d13229e4932eae907b14c6fe67e5dc4a9cce7971ae4c9f063e327503b,703,fault_04,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.2389764882745621,outputs/probemem_v2/representative_videos/probemem_seed703_independent_stochastic_retry_rejected.mp4,outputs/probemem_v2/representative_videos/probemem_seed703_independent_stochastic_retry_rejected.jsonl
