experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,condition_id_oracle,paired_comparable,probe_steps,evaluator_collection_steps
probemem_acr_20260802T102711Z_1b6b32355183,73118f89e0c79e284dbd2df46a2034d802e66ab6a505be1cf111ae73840b9562,1b6b32355183150e9a4b18e25c809263d6df2a79,1,1100,True,False,63,0.04887881348053767,fault_01,False,0,63
