config_id,case_id,seed,initial_success,skill_id,schedule,recovery_success,probe_environment_steps,recovery_rollout_steps,total_recovery_environment_steps,final_object_goal_distance
research_r1_c2,case_0041,300,False,dominant_axis_repair,whole,False,32,500,532,0.2688398121668192
research_r1_c2,case_0007,306,False,dominant_axis_repair,whole,True,32,73,105,0.04925581922468112
research_r1_c2,case_0017,306,False,dominant_axis_repair,whole,True,32,73,105,0.04923016757793443
research_r1_c2,case_0027,306,False,dominant_axis_repair,whole,True,32,74,106,0.04930933744601191
research_r1_c2,case_0031,300,False,simultaneous_xy_repair,whole,True,32,73,105,0.047431404360362375
research_r1_c2,case_0001,300,False,dominant_axis_repair,whole,True,32,73,105,0.049542876697199416
