experiment_run_id,manifest_id,source_git_commit,episode_id,seed,method,score,threshold,confidence_margin,admission_reasons,memory_conflict,memory_coverage,recent_contradiction,default_skill,final_skill,verifier_called,override_applied,override_reason,default_probability,alternative_probability,verifier_latency_ms,candidate_summaries_json,candidate_verifications_json,verification_status,final_object_goal_distance,observed_progress,environment_steps,evaluator_only
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,21,4700,FROZEN_DETERMINISTIC,0.023087450758888434,0.11560838098372882,0.09252093022484038,CLEAR_DEFAULT,False,0.0,False,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,False,False,VERIFIER_BYPASSED,,,0.0,{},{},ACCEPTED,0.04929740149919174,0.14933082405523548,611,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,21,4700,ALWAYS_ON_VERIFIER,0.023087450758888434,0.11560838098372882,0.09252093022484038,RECENT_SIMILAR_CONTRADICTION,False,0.8454935452954191,True,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,ALTERNATIVE_NOT_BETTER|PROBABILITY_MARGIN_TOO_SMALL|ALTERNATIVE_CONTRADICTION_TOO_HIGH|RECENT_GLOBAL_PREFERENCE_NOT_ALIGNED|VERIFIER_CONFIDENCE_TOO_LOW,0.75,0.375,0.10939999992842786,"{""BOUNDED_PLANAR_COMPENSATION"": {""contradiction_count"": 1, ""coverage"": 0.851770174982308, ""coverage_count"": 10, ""global_accept_rate"": 0.7778969343046379, ""global_record_ids"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode002_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""], ""recent_accept_rate"": 0.7778969343046379, ""recent_contradiction_count"": 1, ""recent_record_ids"": [""bootstrap_episode002_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation""], ""recent_support_count"": 7, ""recent_unresolved_count"": 2, ""representative_failures"": [""bootstrap_episode012_bounded_planar_compensation""], ""representative_successes"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""], ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""support_count"": 7, ""unresolved_count"": 2}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""contradiction_count"": 6, ""coverage"": 0.8454935452954191, ""coverage_count"": 10, ""global_accept_rate"": 0.24338886676172605, ""global_record_ids"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry""], ""recent_accept_rate"": 0.24338886676172605, ""recent_contradiction_count"": 6, ""recent_record_ids"": [""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""recent_support_count"": 3, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""representative_successes"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry""], ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""support_count"": 3, ""unresolved_count"": 1}}","{""BOUNDED_PLANAR_COMPENSATION"": {""confidence"": 0.75, ""contradicting_record_ids"": [""bootstrap_episode012_bounded_planar_compensation""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.75, ""predicted_status"": ""ACCEPTED"", ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""supporting_record_ids"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""]}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""confidence"": 0.375, ""contradicting_record_ids"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.375, ""predicted_status"": ""INCONCLUSIVE"", ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""supporting_record_ids"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry""]}}",ACCEPTED,0.04929740149919174,0.14933082405523548,611,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,21,4700,BUDGETED_VERIFIER,0.023087450758888434,0.11560838098372882,0.09252093022484038,RECENT_SIMILAR_CONTRADICTION,False,0.8454935452954191,True,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,ALTERNATIVE_NOT_BETTER|PROBABILITY_MARGIN_TOO_SMALL|ALTERNATIVE_CONTRADICTION_TOO_HIGH|RECENT_GLOBAL_PREFERENCE_NOT_ALIGNED|VERIFIER_CONFIDENCE_TOO_LOW,0.75,0.375,0.09839999984251335,"{""BOUNDED_PLANAR_COMPENSATION"": {""contradiction_count"": 1, ""coverage"": 0.851770174982308, ""coverage_count"": 10, ""global_accept_rate"": 0.7778969343046379, ""global_record_ids"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode002_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""], ""recent_accept_rate"": 0.7778969343046379, ""recent_contradiction_count"": 1, ""recent_record_ids"": [""bootstrap_episode002_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation""], ""recent_support_count"": 7, ""recent_unresolved_count"": 2, ""representative_failures"": [""bootstrap_episode012_bounded_planar_compensation""], ""representative_successes"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""], ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""support_count"": 7, ""unresolved_count"": 2}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""contradiction_count"": 6, ""coverage"": 0.8454935452954191, ""coverage_count"": 10, ""global_accept_rate"": 0.24338886676172605, ""global_record_ids"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry""], ""recent_accept_rate"": 0.24338886676172605, ""recent_contradiction_count"": 6, ""recent_record_ids"": [""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""recent_support_count"": 3, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""representative_successes"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry""], ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""support_count"": 3, ""unresolved_count"": 1}}","{""BOUNDED_PLANAR_COMPENSATION"": {""confidence"": 0.75, ""contradicting_record_ids"": [""bootstrap_episode012_bounded_planar_compensation""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.75, ""predicted_status"": ""ACCEPTED"", ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""supporting_record_ids"": [""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation""]}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""confidence"": 0.375, ""contradicting_record_ids"": [""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.375, ""predicted_status"": ""INCONCLUSIVE"", ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""supporting_record_ids"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry""]}}",ACCEPTED,0.04929740149919174,0.14933082405523548,611,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,21,4700,EVALUATOR_ONLY_ORACLE,,,,,,,,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,False,False,EVALUATOR_ONLY_UPPER_BOUND,,,,,,ACCEPTED,0.04929740149919174,,611,True
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,22,4703,FROZEN_DETERMINISTIC,0.1964133209395947,0.11560838098372882,0.08080493995586589,CLEAR_DEFAULT,False,0.0,False,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,False,False,VERIFIER_BYPASSED,,,0.0,{},{},ACCEPTED,0.04963435764942875,0.2318251341294017,636,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,22,4703,ALWAYS_ON_VERIFIER,0.1964133209395947,0.11560838098372882,0.08080493995586589,CLEAR_DEFAULT,False,0.5491222237938347,False,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,True,True,OVERRIDE_AUTHORIZED,0.375,0.75,0.11489999815239571,"{""BOUNDED_PLANAR_COMPENSATION"": {""contradiction_count"": 1, ""coverage"": 0.5491222237938347, ""coverage_count"": 10, ""global_accept_rate"": 0.7172356155595132, ""global_record_ids"": [""always_on_verifier_episode21"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode002_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation""], ""recent_accept_rate"": 0.8027940869125649, ""recent_contradiction_count"": 1, ""recent_record_ids"": [""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""always_on_verifier_episode21""], ""recent_support_count"": 8, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode012_bounded_planar_compensation""], ""representative_successes"": [""always_on_verifier_episode21"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation""], ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""support_count"": 7, ""unresolved_count"": 2}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""contradiction_count"": 6, ""coverage"": 0.7050681813375216, ""coverage_count"": 10, ""global_accept_rate"": 0.334823776897362, ""global_record_ids"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""recent_accept_rate"": 0.334823776897362, ""recent_contradiction_count"": 6, ""recent_record_ids"": [""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""recent_support_count"": 3, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""representative_successes"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""support_count"": 3, ""unresolved_count"": 1}}","{""BOUNDED_PLANAR_COMPENSATION"": {""confidence"": 0.75, ""contradicting_record_ids"": [""bootstrap_episode012_bounded_planar_compensation""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.75, ""predicted_status"": ""ACCEPTED"", ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""supporting_record_ids"": [""always_on_verifier_episode21"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation""]}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""confidence"": 0.375, ""contradicting_record_ids"": [""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.375, ""predicted_status"": ""INCONCLUSIVE"", ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""supporting_record_ids"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""]}}",ACCEPTED,0.04999773542297962,0.23146175635585084,700,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,22,4703,BUDGETED_VERIFIER,0.1964133209395947,0.11560838098372882,0.08080493995586589,CLEAR_DEFAULT,False,0.5491222237938347,False,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,False,False,VERIFIER_BYPASSED,,,0.0,{},{},ACCEPTED,0.04963435764942875,0.2318251341294017,636,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,22,4703,EVALUATOR_ONLY_ORACLE,,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,False,False,EVALUATOR_ONLY_UPPER_BOUND,,,,,,ACCEPTED,0.04963435764942875,,636,True
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,23,4704,FROZEN_DETERMINISTIC,0.03132832983159555,0.11560838098372882,0.08428005115213327,CLEAR_DEFAULT,False,0.0,False,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,False,False,VERIFIER_BYPASSED,,,0.0,{},{},ACCEPTED,0.04716866190818925,0.22336027264436048,627,False
probemem_verifier_demo_20260804T092718Z_a158d7e53fbd,6288ba0c45d639fec3573b3bdd4763b31ed160a052aaa18ed50dc1e6b53a0b61,a158d7e53fbdb3e67d3ea44c34460ef625238690,23,4704,ALWAYS_ON_VERIFIER,0.03132832983159555,0.11560838098372882,0.08428005115213327,RECENT_SIMILAR_CONTRADICTION,False,0.8103320686470292,True,BOUNDED_PLANAR_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,True,False,ALTERNATIVE_NOT_BETTER|PROBABILITY_MARGIN_TOO_SMALL|ALTERNATIVE_CONTRADICTION_TOO_HIGH|RECENT_GLOBAL_PREFERENCE_NOT_ALIGNED|VERIFIER_CONFIDENCE_TOO_LOW,0.75,0.375,0.1019000010273885,"{""BOUNDED_PLANAR_COMPENSATION"": {""contradiction_count"": 1, ""coverage"": 0.8103320686470292, ""coverage_count"": 10, ""global_accept_rate"": 0.7914534191805104, ""global_record_ids"": [""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""always_on_verifier_episode21"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""always_on_verifier_episode22"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode002_bounded_planar_compensation""], ""recent_accept_rate"": 0.8451020788703929, ""recent_contradiction_count"": 1, ""recent_record_ids"": [""bootstrap_episode008_bounded_planar_compensation"", ""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode012_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode016_bounded_planar_compensation"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""bootstrap_episode020_bounded_planar_compensation"", ""always_on_verifier_episode21"", ""always_on_verifier_episode22""], ""recent_support_count"": 8, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode012_bounded_planar_compensation""], ""representative_successes"": [""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""always_on_verifier_episode21"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""always_on_verifier_episode22""], ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""support_count"": 7, ""unresolved_count"": 2}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""contradiction_count"": 6, ""coverage"": 0.8132817968873919, ""coverage_count"": 10, ""global_accept_rate"": 0.2567285059086842, ""global_record_ids"": [""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry""], ""recent_accept_rate"": 0.25672850590868423, ""recent_contradiction_count"": 6, ""recent_record_ids"": [""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode010_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""recent_support_count"": 3, ""recent_unresolved_count"": 1, ""representative_failures"": [""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""representative_successes"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""], ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""support_count"": 3, ""unresolved_count"": 1}}","{""BOUNDED_PLANAR_COMPENSATION"": {""confidence"": 0.75, ""contradicting_record_ids"": [""bootstrap_episode012_bounded_planar_compensation""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.75, ""predicted_status"": ""ACCEPTED"", ""skill"": ""BOUNDED_PLANAR_COMPENSATION"", ""supporting_record_ids"": [""bootstrap_episode009_bounded_planar_compensation"", ""bootstrap_episode006_bounded_planar_compensation"", ""always_on_verifier_episode21"", ""bootstrap_episode017_bounded_planar_compensation"", ""bootstrap_episode014_bounded_planar_compensation"", ""bootstrap_episode019_bounded_planar_compensation"", ""always_on_verifier_episode22""]}, ""INDEPENDENT_STOCHASTIC_RETRY"": {""confidence"": 0.375, ""contradicting_record_ids"": [""bootstrap_episode015_independent_stochastic_retry"", ""bootstrap_episode003_independent_stochastic_retry"", ""bootstrap_episode005_independent_stochastic_retry"", ""bootstrap_episode001_independent_stochastic_retry"", ""bootstrap_episode007_independent_stochastic_retry"", ""bootstrap_episode011_independent_stochastic_retry""], ""coverage_count"": 10, ""memory_applicable"": true, ""predicted_accept_probability"": 0.375, ""predicted_status"": ""INCONCLUSIVE"", ""skill"": ""INDEPENDENT_STOCHASTIC_RETRY"", ""supporting_record_ids"": [""bootstrap_episode004_independent_stochastic_retry"", ""bootstrap_episode013_independent_stochastic_retry"", ""bootstrap_episode018_independent_stochastic_retry""]}}",ACCEPTED,0.04716866190818925,0.22336027264436048,627,False
