experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,condition_id_oracle,paired_comparable,probe_steps,evaluator_collection_steps
probemem_acr_20260802T103213Z_8b417cedf46b,398cfedd861f2f8e2e52d0aa283cb40ac7cea39075224cc3f0bd719ad698e387,8b417cedf46b5d325fedb5a2336679ca3f57d5dc,1,1100,True,False,63,0.04887881348053767,fault_01,False,0,63
