method,cases,recovered,conditional_recovery_rate,abstentions,ood_abstentions,mean_recovery_environment_steps,mean_final_object_goal_distance,step_difference_vs_reference
consistency_gated_recovery,6,5,0.8333333333333334,1,1,125.66666666666667,0.10303892352167761,-35.33333333333333
