unit_id,seed,condition_id_oracle,assigned_skill,initial_success,initial_steps,initial_final_object_goal_distance,operational,ineligibility_reason
1,4100,fault_01,BOUNDED_PLANAR_COMPENSATION,True,57,0.04945845025395302,False,initial_success
