experiment_run_id,source_git_commit,case_id,episode_id,seed,decision_required,initial_success,initial_steps,initial_return,initial_final_object_goal_distance,condition_id,mechanism_class_oracle,candidate_id,schedule,correction_x,correction_y,verification_status,verification_success,verification_steps,episode_return,final_object_goal_distance,progress_to_goal,registered_probe_environment_steps,verification_perturbation_seed
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0026,26,625,True,False,500,582.082858352218,0.13355324824192844,fault_05,stochastic_noise,probe_grounded_compensation,whole,0.1599999964237213,-0.20000000298023224,REJECTED,False,500,79.47362497963424,0.14979392201040484,0.014023131613074002,64,335647958
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0026,26,625,True,False,500,582.082858352218,0.13355324824192844,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,REJECTED,False,500,464.613107579913,0.1383259220394697,0.025491131584009147,64,335647958
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0027,27,626,True,False,500,403.62910771269594,0.2696278501915453,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,0.20000000298023224,0.0,ACCEPTED,True,189,638.5184479910783,0.04555613153377632,0.21658579925644986,64,2420287332
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0027,27,626,True,False,500,403.62910771269594,0.2696278501915453,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,REJECTED,False,500,193.09525562790583,0.3879592791148841,-0.1258173483246579,64,2420287332
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0028,28,627,True,False,500,180.1468748378656,0.2734762531980873,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,0.20000000298023224,0.0,REJECTED,False,500,118.93601390326117,0.2920173731933272,-0.05650401524817497,64,1274159420
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0028,28,627,True,False,500,180.1468748378656,0.2734762531980873,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,INCONCLUSIVE,False,500,316.4339399665253,0.22431612582180843,0.011197232123343809,64,1274159420
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0030,30,629,True,False,500,635.1355286241575,0.26872784094897206,fault_05,stochastic_noise,probe_grounded_compensation,whole,0.20000000298023224,0.14499999582767487,INCONCLUSIVE,False,500,115.22323411084611,0.22840695463492727,0.020473548259654195,64,2491170740
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0030,30,629,True,False,500,635.1355286241575,0.26872784094897206,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,70,221.25380791206325,0.04925924534031835,0.19962125755426313,64,2491170740
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0031,31,630,True,False,500,390.7003415183065,0.31008559766857174,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,-0.20000000298023224,0.0,INCONCLUSIVE,False,500,490.5947419162732,0.29329484272194584,-0.06118575938150719,64,2691268424
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0031,31,630,True,False,500,390.7003415183065,0.31008559766857174,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,175,456.83308028475466,0.04740974280099791,0.18469934053944073,64,2691268424
