seed,case,bias_x,bias_y,correction_x,correction_y,success,steps,final_object_goal_distance,video_path,trajectory_path
260,baseline_failure,0.14,-0.14,0.0,0.0,False,500,0.26113763631619363,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_baseline_failure.mp4,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_baseline_failure.jsonl
260,dominant_only_failure,0.14,-0.14,0.0,0.18000000715255737,False,500,0.10847919423796698,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_dominant_only_failure.mp4,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_dominant_only_failure.jsonl
260,simultaneous_success,0.14,-0.14,-0.10000000149011612,0.18000000715255737,True,69,0.04673129756211154,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_simultaneous_success.mp4,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\planar_bias_pilot\representative\2d_bias_xp014_yn014_seed260_simultaneous_success.jsonl
