schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,episode_id,seed,success,steps,episode_return,elapsed_time_ms,clipped_step_count,clipped_step_fraction,clipped_element_count,clipped_element_fraction,final_object_goal_distance,min_gripper_object_distance,object_displacement,progress_to_goal
2,action_bias,0.17,x,negative,1,230,True,80,58.95837663046444,94.46099982596934,35,0.4375,35,0.109375,0.04939908487399353,0.03671811669115375,0.20257187333781412,0.20009334779521024
2,action_bias,0.17,x,negative,2,231,True,126,67.2577291457182,134.3734001275152,57,0.4523809523809524,57,0.1130952380952381,0.049633936972833935,0.03978334194814779,0.1187763084570821,0.11024560679846737
2,action_bias,0.17,x,negative,3,232,True,68,137.65389618851066,82.21540017984807,22,0.3235294117647059,25,0.09191176470588236,0.047982299831232054,0.03414408620111158,0.12357003227888083,0.11755226626206919
2,action_bias,0.17,x,negative,4,233,False,500,301.5224985702366,569.9056999292225,200,0.4,206,0.103,0.09479271059555502,0.04093020743892069,0.06576777362653598,0.06502840951485833
2,action_bias,0.17,x,negative,5,234,True,80,187.36978028746762,93.33850000984967,33,0.4125,33,0.103125,0.04754364113377146,0.033338099016006685,0.21218642740350105,0.20558414256903523
2,action_bias,0.17,x,negative,6,235,True,74,210.6747084824171,87.58979989215732,31,0.4189189189189189,31,0.10472972972972973,0.04843358996520035,0.03360651823318054,0.2037726109604134,0.19912986118191428
2,action_bias,0.17,x,negative,7,236,True,62,135.322425635669,89.52989988029003,23,0.3709677419354839,23,0.09274193548387097,0.04648420137794174,0.03383139124144487,0.14056825688602873,0.1396777288924351
2,action_bias,0.17,x,negative,8,237,False,500,191.66007826648365,483.81959996186197,128,0.256,128,0.064,0.18718298768831237,0.040302533206184384,0.2809661888495787,-0.017555704782912407
2,action_bias,0.17,x,negative,9,238,False,500,230.50326363769128,484.55139994621277,191,0.382,191,0.0955,0.17466447302012436,0.040298444191661606,0.15174478618436935,0.03304425938675487
2,action_bias,0.17,x,negative,10,239,True,101,79.19372858110943,105.88130005635321,49,0.48514851485148514,49,0.12128712871287128,0.04424563096356611,0.035785878067243246,0.15115578441834543,0.15069043357817802
2,action_bias,0.18,x,negative,1,230,True,156,89.83028960785222,155.74509999714792,69,0.4423076923076923,69,0.11057692307692307,0.04808365340982198,0.03907732413189084,0.20800096927442638,0.20140877925938178
2,action_bias,0.18,x,negative,2,231,False,500,238.1572056565755,514.9062999989837,156,0.312,156,0.078,0.14043822271282078,0.040724349450301775,0.11835334978491037,0.019441321058480537
2,action_bias,0.18,x,negative,3,232,True,81,229.42017766579684,91.97280020453036,23,0.2839506172839506,26,0.08024691358024691,0.044703901244897544,0.03888882451828379,0.12273536780643164,0.12083066484840371
2,action_bias,0.18,x,negative,4,233,False,500,104.06034181944472,480.6658001616597,216,0.432,234,0.117,0.15980656154201464,0.041291069502399504,1.5421818812300833e-05,1.4558568398714833e-05
