schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,num_episodes,success_count,success_rate,mean_steps,mean_return,mean_final_object_goal_distance,mean_min_gripper_object_distance,mean_object_displacement,mean_progress_to_goal,clipped_step_fraction,clipped_element_fraction
2,action_bias,0.17,y,negative,10,10,1,70.2,200.650494705178,0.047829999729863536,0.03645623884333095,0.1553798530008853,0.15155529103199059,0.35185185185185186,0.0893874643874644
2,action_bias,0.18,y,negative,10,10,1,72.6,205.34913705994057,0.048053496728661015,0.037023638707436565,0.15511527385218554,0.1513317940331931,0.3443526170798898,0.08712121212121213
2,action_bias,0.19,y,negative,10,9,0.9,125.2,241.9546859103117,0.050114475839263456,0.03773690788479613,0.15261239363906673,0.14927081492259064,0.2779552715654952,0.07008785942492013
