schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,num_episodes,success_count,success_rate,mean_steps,mean_return,mean_final_object_goal_distance,mean_min_gripper_object_distance,mean_object_displacement,mean_progress_to_goal,clipped_step_fraction,clipped_element_fraction
2,action_bias,0.18,y,positive,10,2,0.2,411.1,224.07616846549578,0.15480108371566997,0.058833923534315255,0.0506199791847291,0.04458420704618413,0.30211627341279496,0.07552906835319874
2,action_bias,0.19,y,positive,10,4,0.4,339.5,124.9781397643709,0.1436167979373052,0.057104304236895255,0.0571439304627867,0.05576849282454891,0.5908689248895435,0.14779086892488955
