schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,num_episodes,success_count,success_rate,mean_steps,mean_return,mean_final_object_goal_distance,mean_min_gripper_object_distance,mean_object_displacement,mean_progress_to_goal,clipped_step_fraction,clipped_element_fraction
2,action_bias,0.14,x,positive,10,6,0.6,275,289.53450496279123,0.08536371390228621,0.03574561320638021,0.1329007218227552,0.1140215768595679,0.21381818181818182,0.05663636363636364
2,action_bias,0.145,x,positive,10,5,0.5,277.5,191.35550446534498,0.12298096328259521,0.036371810338097124,0.13282417559330176,0.0764043274792589,0.22558558558558559,0.0581981981981982
2,action_bias,0.15,x,positive,10,5,0.5,277.5,195.32672091471719,0.13810409813169336,0.03789866904105976,0.12220376616554536,0.061281192630160755,0.1809009009009009,0.0472972972972973
