schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,episode_id,seed,success,steps,episode_return,elapsed_time_ms,clipped_step_count,clipped_step_fraction,clipped_element_count,clipped_element_fraction,final_object_goal_distance,min_gripper_object_distance,object_displacement,progress_to_goal
2,action_bias,0.14,x,positive,1,230,True,475,1038.855338805885,507.87609978578985,199,0.4189473684210526,217,0.11421052631578947,0.04517281814938729,0.037745982746094336,0.22077613788349104,0.20431961451981648
2,action_bias,0.14,x,positive,2,231,True,58,133.3226327475317,69.2274000030011,22,0.3793103448275862,22,0.09482758620689655,0.04552212767649207,0.035343861557343655,0.11465854108532564,0.11435741609480923
2,action_bias,0.14,x,positive,3,232,False,500,116.95713430193352,592.9934999439865,50,0.1,52,0.026,0.15828722174034074,0.03886473804922911,0.053432574543719816,0.007247344352960511
2,action_bias,0.14,x,positive,4,233,True,54,115.96334484342503,68.54210002347827,16,0.2962962962962963,18,0.08333333333333333,0.04596013798800739,0.032986323951553875,0.11560522266016227,0.11386098212240597
2,action_bias,0.14,x,positive,5,234,False,500,800.1342392454561,526.2120000552386,137,0.274,150,0.075,0.059108020126019324,0.036308945334617954,0.27346401986173174,0.19401976357678738
2,action_bias,0.14,x,positive,6,235,False,500,109.42021954824739,592.7679999731481,47,0.094,47,0.0235,0.21056692008893024,0.03754325985412594,0.052644460884991924,0.03699653105818437
2,action_bias,0.14,x,positive,7,236,False,500,118.58228709961944,613.9422000851482,47,0.094,47,0.0235,0.1489975567755508,0.03818978109995361,0.05778868951804802,0.03716437349482604
2,action_bias,0.14,x,positive,8,237,True,56,143.66014938809542,68.06780002079904,20,0.35714285714285715,20,0.08928571428571429,0.04557976967452922,0.03388191120741603,0.12676421000855598,0.12404751323087074
2,action_bias,0.14,x,positive,9,238,True,63,166.24990232343958,82.83880003727973,27,0.42857142857142855,27,0.10714285714285714,0.04905577054436191,0.033104271091239486,0.16391147047546636,0.15865296186251732
2,action_bias,0.14,x,positive,10,239,True,44,152.19980132427912,61.59169995225966,23,0.5227272727272727,23,0.13068181818181818,0.04538679625924307,0.0334870571722281,0.14996189130605925,0.14954926828250104
2,action_bias,0.145,x,positive,1,230,False,500,290.0554554830277,561.39270006679,124,0.248,124,0.062,0.3053295670045906,0.04352537194052974,0.14418307119921628,-0.05583713433538681
2,action_bias,0.145,x,positive,2,231,True,58,131.98810361230318,81.24929992482066,22,0.3793103448275862,22,0.09482758620689655,0.0455936153684969,0.034870127591704825,0.11468054761707258,0.11428592840280441
2,action_bias,0.145,x,positive,3,232,False,500,113.46653409773607,589.0232000965625,85,0.17,87,0.0435,0.21325728621051424,0.039058953678955205,0.09448847044331654,-0.047722720117212986
2,action_bias,0.145,x,positive,4,233,True,54,114.66606002029962,75.32639987766743,16,0.2962962962962963,18,0.08333333333333333,0.04597291241533128,0.03308252006783024,0.11560109029095078,0.11384820769508208
2,action_bias,0.145,x,positive,5,234,False,500,636.9994242723772,549.7266000602394,183,0.366,199,0.0995,0.07366418702338028,0.0366386067882386,0.2738440624005917,0.1794635966794264
2,action_bias,0.145,x,positive,6,235,False,500,96.17191757453588,627.8081999626011,48,0.096,48,0.024,0.20969631730716973,0.03775116011785511,0.05365430311919344,0.03786713383994489
2,action_bias,0.145,x,positive,7,236,False,500,74.45769563283605,568.439100170508,78,0.156,78,0.039,0.1961219943992643,0.03841027877510442,0.09123801594759764,-0.009960064128887475
2,action_bias,0.145,x,positive,8,237,True,56,141.23601682570214,68.07609996758401,20,0.35714285714285715,20,0.08928571428571429,0.045672545817757364,0.03352463159620411,0.12671213082655927,0.1239547370876426
2,action_bias,0.145,x,positive,9,238,True,63,163.72551659389435,83.97559984587133,27,0.42857142857142855,27,0.10714285714285714,0.049078294739485696,0.03319989284109462,0.16391220262982584,0.15863043766739354
2,action_bias,0.145,x,positive,10,239,True,44,150.78832054073771,60.64860010519624,23,0.5227272727272727,23,0.13068181818181818,0.04542291253996173,0.033656559983454355,0.1499278614586936,0.1495131520017824
2,action_bias,0.15,x,positive,1,230,False,500,284.34570271778125,553.1907000113279,24,0.048,24,0.012,0.4566416338637484,0.04680342021671621,0.20748892699649205,-0.20714920119454464
2,action_bias,0.15,x,positive,2,231,True,59,130.92107786723506,68.26089997775853,22,0.3728813559322034,22,0.09322033898305085,0.04556097999806266,0.03326129887461981,0.11494716661799362,0.11431856377323865
2,action_bias,0.15,x,positive,3,232,False,500,156.0240087557382,611.2343999557197,50,0.1,52,0.026,0.15560107698852518,0.03921699908674075,0.03670464068875736,0.009933489104776067
2,action_bias,0.15,x,positive,4,233,True,54,114.53973672711149,68.08190001174808,16,0.2962962962962963,18,0.08333333333333333,0.04598467187112326,0.03318607110813995,0.11559868937358742,0.1138364482392901
2,action_bias,0.15,x,positive,5,234,False,500,225.87680370032837,579.4134999159724,72,0.144,72,0.036,0.2404982212402003,0.04707870432362754,0.057692869200026135,0.012629562462606408
2,action_bias,0.15,x,positive,6,235,False,500,498.8555607898005,549.2984000593424,201,0.402,220,0.11,0.14772642929874594,0.04027618396543156,0.19262822672395424,0.09983702184836868
2,action_bias,0.15,x,positive,7,236,False,500,101.91627265631378,601.4216998592019,47,0.094,47,0.0235,0.1485486491356934,0.03864474765014365,0.056609038830970994,0.03761328113468343
2,action_bias,0.15,x,positive,8,237,True,56,126.93269301661057,67.74880015291274,20,0.35714285714285715,20,0.08928571428571429,0.04594721845855993,0.03289434948603051,0.126547266357458,0.12368006444684004
2,action_bias,0.15,x,positive,9,238,True,62,163.30784861999834,71.89340004697442,27,0.43548387096774194,27,0.10887096774193548,0.049082008000350355,0.033793580197459955,0.1639164948062877,0.15862672440652886
2,action_bias,0.15,x,positive,10,239,True,44,150.5475042962544,56.4779001288116,23,0.5227272727272727,23,0.13068181818181818,0.04545009246192414,0.03383133550168768,0.1499043420599261,0.14948597207981998
