experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,eligible_first_attempt,first_attempt_index,first_verification_status,first_verification_steps,first_final_object_goal_distance,first_observed_progress,second_decision_required,second_decision_index,ineligibility_reason,online_steps_before_optional_second,candidate_id,paired_second_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,71,2920,fault_05,False,True,500,0.18687236222167164,64,True,37,REJECTED,500,0.3006102583556437,-0.11373789613397206,True,16,,1064,INDEPENDENT_STOCHASTIC_RETRY,1480967320,INCONCLUSIVE,False,500,0.17035705238817989,0.016515309833491754,168369304516100
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,72,2921,fault_05,False,True,500,0.26815099013375804,64,True,38,INCONCLUSIVE,500,0.2506363587948409,0.01751463133891712,True,17,,1064,BOUNDED_PLANAR_COMPENSATION,867183785,ACCEPTED,True,339,0.049747243167863574,0.21840374696589446,168374850922400
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,72,2921,fault_05,False,True,500,0.26815099013375804,64,True,38,INCONCLUSIVE,500,0.2506363587948409,0.01751463133891712,True,17,,1064,INDEPENDENT_STOCHASTIC_RETRY,867183785,ACCEPTED,True,64,0.048629745967728094,0.21952124416602994,168375846422600
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,82,2931,fault_05,False,True,500,0.21436099497350977,64,True,42,REJECTED,500,0.3511521138116014,-0.1367911188380916,True,18,,1064,BOUNDED_PLANAR_COMPENSATION,3954261532,ACCEPTED,True,181,0.04959705953842883,0.16476393543508094,168400106245600
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,82,2931,fault_05,False,True,500,0.21436099497350977,64,True,42,REJECTED,500,0.3511521138116014,-0.1367911188380916,True,18,,1064,INDEPENDENT_STOCHASTIC_RETRY,3954261532,REJECTED,False,500,0.2549787159104616,-0.040617720936951845,168401538800100
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,89,2938,fault_05,False,True,500,0.3044400862290177,64,True,46,INCONCLUSIVE,500,0.24730609564383893,0.05713399058517876,True,19,,1064,BOUNDED_PLANAR_COMPENSATION,3571452272,ACCEPTED,True,74,0.04849565147482941,0.25594443475418827,168422135284800
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,89,2938,fault_05,False,True,500,0.3044400862290177,64,True,46,INCONCLUSIVE,500,0.24730609564383893,0.05713399058517876,True,19,,1064,INDEPENDENT_STOCHASTIC_RETRY,3571452272,REJECTED,False,500,0.3203229217405993,-0.015882835511581594,168423552246000
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,105,2954,fault_05,False,True,500,0.21737721374382804,64,True,52,REJECTED,500,0.3391718920593313,-0.12179467831550325,True,20,,1064,BOUNDED_PLANAR_COMPENSATION,3965915268,ACCEPTED,True,178,0.04990067078889212,0.16747654295493591,168460246779900
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,105,2954,fault_05,False,True,500,0.21737721374382804,64,True,52,REJECTED,500,0.3391718920593313,-0.12179467831550325,True,20,,1064,INDEPENDENT_STOCHASTIC_RETRY,3965915268,REJECTED,False,500,0.501456330494809,-0.28407911675098096,168461712383000
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,117,2966,fault_05,False,True,500,0.2722217990700353,64,True,57,INCONCLUSIVE,500,0.2682947602967827,0.003927038773252622,True,21,,1064,BOUNDED_PLANAR_COMPENSATION,2009147108,ACCEPTED,True,132,0.04977254798838301,0.22244925108165228,168490738164700
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,117,2966,fault_05,False,True,500,0.2722217990700353,64,True,57,INCONCLUSIVE,500,0.2682947602967827,0.003927038773252622,True,21,,1064,INDEPENDENT_STOCHASTIC_RETRY,2009147108,ACCEPTED,True,125,0.0471551697996968,0.2250666292703385,168491812710600
