experiment_run_id,selection_rule,case_id,seed,candidate_id,outcome_preferred,success,steps,final_object_goal_distance,video_path
development_20260731T032936Z_72681fa3b583,helpful_retry,development_case_0003,412,probe_grounded_compensation,False,False,500,0.3723345900072682,outputs/videos/noise_intervention_utility/helpful_retry_seed412_probe_grounded_compensation.mp4
development_20260731T032936Z_72681fa3b583,helpful_retry,development_case_0003,412,stochastic_retry,True,True,119,0.04796740815023636,outputs/videos/noise_intervention_utility/helpful_retry_seed412_stochastic_retry.mp4
development_20260731T032936Z_72681fa3b583,harmful_retry,development_case_0009,418,probe_grounded_compensation,True,False,500,0.1578991712858215,outputs/videos/noise_intervention_utility/harmful_retry_seed418_probe_grounded_compensation.mp4
development_20260731T032936Z_72681fa3b583,harmful_retry,development_case_0009,418,stochastic_retry,False,False,500,0.24664581884912526,outputs/videos/noise_intervention_utility/harmful_retry_seed418_stochastic_retry.mp4
