experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,selection_always_compensation,selection_always_retry,selection_state_only_nearest_accepted,selection_v2_fixed_coverage_aware,selection_frozen_single_feature_selector,selection_deterministic_action_conditional,candidate_id,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,paired_verification_seed,outcome_timestamp_ns
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,36,1135,False,True,500,0.17696921314748423,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,53,0.049159560962285014,0.1278096521851992,2116820976,154417153515700
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,36,1135,False,True,500,0.17696921314748423,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.17696921314748423,0.0,2116820976,154418612290700
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,37,1136,False,True,500,0.2912577418866126,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,70,0.04536486343759903,0.24589287844901353,164811162,154422654685900
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,37,1136,False,True,500,0.2912577418866126,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.2912577418866126,0.0,164811162,154424110332100
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,38,1137,False,True,500,0.26106005702561363,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,68,0.0479811815155286,0.21307887551008503,3946426891,154428200440100
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,38,1137,False,True,500,0.26106005702561363,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.26106005702561363,0.0,3946426891,154429692647000
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,39,1138,False,True,500,0.1571912304941567,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,93,0.04818126202676847,0.10900996846738822,3755954047,154433796477400
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,39,1138,False,True,500,0.1571912304941567,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.1571912304941567,0.0,3755954047,154435247246500
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,40,1139,False,True,500,0.23454222933629562,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,211,0.04836425560633462,0.186177973729961,1463406799,154439590709000
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,40,1139,False,True,500,0.23454222933629562,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,144,0.04999218730321754,0.18455004203307807,1463406799,154440776830700
