experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,selection_always_compensation,selection_always_retry,selection_state_only_nearest_accepted,selection_v2_fixed_coverage_aware,selection_frozen_single_feature_selector,selection_deterministic_action_conditional,condition_id_oracle,paired_comparable,probe_steps,evaluator_collection_steps
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,47,1146,False,True,500,0.16329394086776483,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_02,True,64,1125
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,48,1147,False,True,500,0.23048132095498908,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_03,True,64,1126
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,49,1148,False,True,500,0.2789570313112135,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_04,True,64,1564
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,50,1149,True,False,95,0.04785693497291258,,,,,,,fault_05,False,0,95
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,51,1150,True,False,57,0.047256410646805455,,,,,,,fault_01,False,0,57
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,52,1151,True,False,421,0.0466366695561057,,,,,,,fault_02,False,0,421
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,53,1152,False,True,500,0.24466365055026104,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_03,True,64,1131
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,54,1153,False,True,500,0.22069590441537176,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_04,True,64,1132
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,55,1154,False,True,500,0.4289174625063746,BOUNDED_PLANAR_COMPENSATION,INDEPENDENT_STOCHASTIC_RETRY,INDEPENDENT_STOCHASTIC_RETRY,,INDEPENDENT_STOCHASTIC_RETRY,BOUNDED_PLANAR_COMPENSATION,fault_05,True,64,710
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,56,1155,True,False,58,0.04552783679373958,,,,,,,fault_01,False,0,58
