schema_version,perturbation_type,perturbation_level,bias_axis,bias_direction,num_episodes,success_count,success_rate,mean_steps,mean_return,mean_final_object_goal_distance,mean_min_gripper_object_distance,mean_object_displacement,mean_progress_to_goal,clipped_step_fraction,clipped_element_fraction
2,action_bias,0.145,x,positive,50,22,0.44,334.34,242.31239240555482,0.16045190070426338,0.03756090584620958,0.14055436824278933,0.06742690907216264,0.18831129987437936,0.0484686247532452
