experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,decision_required,candidate_id,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,paired_verification_seed,outcome_timestamp_ns
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,2,3900,fault_05,False,500,0.3440629401490439,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.3825206809568153,-0.03845774080777137,3182593668,225013640155800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,2,3900,fault_05,False,500,0.3440629401490439,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,67,0.049333921484832816,0.2947290186642111,3182593668,225014829402100
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,3,3901,fault_01,False,500,0.24189317718940637,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.4415825574903561,-0.1996893803009497,3470864393,225019902347800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,3,3901,fault_01,False,500,0.24189317718940637,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.24189317718940637,0.0,3470864393,225021578345000
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,8,3903,fault_05,False,500,0.3254062380396825,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.5182257858920536,-0.1928195478523711,1028519505,225032114994400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,8,3903,fault_05,False,500,0.3254062380396825,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,112,0.0470802950827121,0.2783259429569704,1028519505,225033359055800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,9,3904,fault_01,False,500,0.20086808789356042,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,58,0.04500615372250057,0.15586193417105984,3966396040,225037933256300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,9,3904,fault_01,False,500,0.20086808789356042,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.20086808789356042,0.0,3966396040,225039685775400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,10,3904,fault_05,False,500,0.1745674898428069,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.2623902417486899,-0.08782275190588301,3053458517,225044452704600
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,10,3904,fault_05,False,500,0.1745674898428069,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,66,0.04576500436806309,0.12880248547474382,3053458517,225045617300700
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,11,3905,fault_01,False,500,0.2293832460724587,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,57,0.04484806658769962,0.18453517948475906,433346117,225049958531500
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,11,3905,fault_01,False,500,0.2293832460724587,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.2293832460724587,0.0,433346117,225051679680400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,16,3907,fault_05,False,500,0.096179047710209,True,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False,500,0.08951251193815145,0.006666535772057558,1979827039,225061540835700
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,16,3907,fault_05,False,500,0.096179047710209,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.234373759749501,-0.138194712039292,1979827039,225063243887200
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,17,3908,fault_01,False,500,0.3209665245389454,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,61,0.043660142632636005,0.2773063819063094,1181722341,225067684474100
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,17,3908,fault_01,False,500,0.3209665245389454,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.3209665245389454,0.0,1181722341,225069341125400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,21,3910,fault_01,False,500,0.1314448493583777,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,58,0.044485511162069565,0.08695933819630813,1883281573,225077562313800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,21,3910,fault_01,False,500,0.1314448493583777,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.1314448493583777,0.0,1883281573,225079204955300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,26,3912,fault_05,False,500,0.17627578334461394,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.36020384379007114,-0.1839280604454572,1642316077,225088879171600
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,26,3912,fault_05,False,500,0.17627578334461394,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,150,0.04690717816178402,0.12936860518282992,1642316077,225090111335700
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,28,3913,fault_05,False,500,0.22188891851931417,True,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.2693532807893369,-0.047464362270022736,956953553,225096137999400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,28,3913,fault_05,False,500,0.22188891851931417,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,72,0.04848809067539714,0.17340082784391703,956953553,225097280562900
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,31,3915,fault_01,False,500,0.27000573822967655,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,58,0.04835812668895191,0.22164761154072465,4285716930,225104687021600
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,31,3915,fault_01,False,500,0.27000573822967655,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.27000573822967655,0.0,4285716930,225106309144600
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,35,3917,fault_01,False,500,0.5273493503932789,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,71,0.04939975620164304,0.47794959419163585,920993544,225114481758300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,35,3917,fault_01,False,500,0.5273493503932789,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.5273493503932789,0.0,920993544,225116044793800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,39,3919,fault_01,False,500,0.054962925351611853,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,98,0.04980163880356986,0.005161286548041995,1066903257,225124373573300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,39,3919,fault_01,False,500,0.054962925351611853,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.054962925351611853,0.0,1066903257,225126022650300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,42,3920,fault_05,False,500,0.2647138662911969,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,101,0.046210345859350056,0.21850352043184687,4089947081,225133215949000
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,42,3920,fault_05,False,500,0.2647138662911969,True,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,True,133,0.04688939193105155,0.21782447436014538,4089947081,225134412264400
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,47,3923,fault_01,False,500,0.28581291948184706,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,66,0.048083167192492164,0.2377297522893549,1181647799,225144684055900
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,47,3923,fault_01,False,500,0.28581291948184706,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.28581291948184706,0.0,1181647799,225146341933900
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,49,3924,fault_01,False,500,0.26727026426728023,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,67,0.04595991660333823,0.221310347663942,571387304,225152112559800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,49,3924,fault_01,False,500,0.26727026426728023,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.26727026426728023,0.0,571387304,225153885186500
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,53,3926,fault_01,False,500,0.32360936156817643,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,68,0.049876256348394266,0.27373310521978217,3199876909,225161972993300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,53,3926,fault_01,False,500,0.32360936156817643,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.32360936156817643,0.0,3199876909,225163714690300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,55,3927,fault_01,False,500,0.07435334404429567,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,65,0.04669229938891839,0.027661044655377276,130838324,225169605639000
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,55,3927,fault_01,False,500,0.07435334404429567,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.07435334404429567,0.0,130838324,225171294361300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,57,3928,fault_01,False,500,0.2549501339141484,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,63,0.04958567141812607,0.2053644624960223,2161790676,225177068346300
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,57,3928,fault_01,False,500,0.2549501339141484,True,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.2549501339141484,0.0,2161790676,225178761274800
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,59,3929,fault_01,False,500,0.24586114935866935,True,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,64,0.04711654594276153,0.19874460341590783,1572232076,225184663332400
