experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,decision_required,paired_comparable,ineligibility_reason,probe_steps,selected_skill,probe_consistency_score,evaluator_collection_steps
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,88,3943,fault_05,True,203,0.04823549562394147,False,False,initial_success,0,,,203
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,89,3944,fault_01,True,61,0.04836935375531527,False,False,initial_success,0,,,61
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,90,3944,fault_05,True,489,0.04989238159551427,False,False,initial_success,0,,,489
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,91,3945,fault_01,False,500,0.22680487043925193,True,True,,64,BOUNDED_PLANAR_COMPENSATION,1.832643195433386e-15,1127
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,92,3945,fault_05,True,72,0.047152641167932045,False,False,initial_success,0,,,72
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,93,3946,fault_01,True,50,0.049091461596142874,False,False,initial_success,0,,,50
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,94,3946,fault_05,True,124,0.04789602309594933,False,False,initial_success,0,,,124
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,95,3947,fault_01,True,56,0.0477168938666219,False,False,initial_success,0,,,56
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,96,3947,fault_05,True,70,0.048818534559503794,False,False,initial_success,0,,,70
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,97,3948,fault_01,False,500,0.25693517787217146,True,True,,64,BOUNDED_PLANAR_COMPENSATION,0.0,1126
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,98,3948,fault_05,True,90,0.049890655146457595,False,False,initial_success,0,,,90
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,99,3949,fault_01,False,500,0.2024778817602152,True,True,,64,BOUNDED_PLANAR_COMPENSATION,1.832643195433386e-15,1564
acr_persistent_regime_20260803T061354Z_282b9c5e76c8,193a741a195085e255c7baac20ce22207aa268371dd425df56f55fa73e7d1129,282b9c5e76c82fc99d1b48dceedb4e265896d676,100,3949,fault_05,False,500,0.275273151678786,True,True,,64,INDEPENDENT_STOCHASTIC_RETRY,0.5176632014633061,1186
