experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,decision_required,paired_comparable,ineligibility_reason,probe_steps,selected_skill,probe_consistency_score
acr_persistent_regime_20260803T061140Z_65452e2ae9a2,172d54ea214507a83615b1eee8fce52aac6d28bd8cdaea36abbd20a0a09e6877,65452e2ae9a299ff50667dd9ba34fe0a92cf0603,1,3900,fault_01,True,64,0.04644834964521014,False,False,initial_success,0,,
