config_id,case_id,seed,initial_success,skill_id,schedule,recovery_success,probe_environment_steps,recovery_rollout_steps,total_recovery_environment_steps,final_object_goal_distance
random_04,case_0041,300,False,dominant_axis_repair,phase_aware,False,8,500,508,0.397857466290256
random_04,case_0007,306,False,simultaneous_xy_repair,whole,False,8,500,508,0.31731146865588056
random_04,case_0017,306,False,simultaneous_xy_repair,whole,True,8,77,85,0.046434692850132
random_04,case_0027,306,False,dominant_axis_repair,phase_aware,True,8,77,85,0.047995804829921676
random_04,case_0031,300,False,dominant_axis_repair,phase_aware,False,8,500,508,0.16969942012602007
random_04,case_0001,300,False,simultaneous_xy_repair,whole,False,8,500,508,0.292710795415245
