experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,condition_id_oracle,paired_comparable,probe_steps,evaluator_collection_steps
probemem_acr_20260802T103020Z_e0bed07b734d,2b03126de191bbf1b89a2162e3b431145fb5260a8dc9ea302e6980d7498c9d15,e0bed07b734d62e48fcba90c78b14905827a4df3,1,1100,True,False,63,0.04887881348053767,fault_01,False,0,63
